question_id,query,difficulty,products,collection,type,correct_context,function,step,product,response,retrieved_docs,exact_match
424,What proportion of cards do not have a text box with a normal layout?,simple,['cards'],card_games,product,"['The provided data contains information about two Magic: The Gathering cards, ""Ancestor\'s Chosen"" and ""Angel of Mercy."" Each card entry includes various attributes such as the artist, mana cost, card type, and special abilities. For instance, ""Ancestor\'s Chosen"" is a Human Cleric with a converted mana cost of 7 and the ability to gain life based on the number of cards in the graveyard, while ""Angel of Mercy"" is an Angel that allows the player to gain life upon entering the battlefield. The data also includes links for purchasing the cards from different marketplaces, rarity classifications, and additional gameplay details.']",retrieve,retrieve card dataset,cards,cards,"['The dataset titled ""transactions_1k"" contains transaction records from a gas station, detailing customer purchases. Each entry includes the date and time of the transaction, along with unique identifiers for the customer, card, and gas station. Additionally, the dataset provides information on the product purchased, the quantity (Amount), and the total price of the transaction. The two sample records indicate transactions that occurred on August 24, 2012, showcasing different customers and amounts spent at the same gas station.', 'The dataset titled ""cards"",the provided data contains information about two Magic: The Gathering cards, ""Ancestor\'s Chosen"" and ""Angel of Mercy."" Each card entry includes various attributes such as the artist, mana cost, card type, and special abilities. For instance, ""Ancestor\'s Chosen"" is a Human Cleric with a converted mana cost of 7 and the ability to gain life based on the number of cards in the graveyard, while ""Angel of Mercy"" is an Angel that allows the player to gain life upon entering the battlefield. The data also includes links for purchasing the cards from different marketplaces, rarity classifications, and additional gameplay details.', 'function name: retrieve:\n retrieve\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It returns the relevant data based on the provided parameters.\n""]",1
424,What proportion of cards do not have a text box with a normal layout?,simple,['cards'],card_games,product,"['The provided data contains information about two Magic: The Gathering cards, ""Ancestor\'s Chosen"" and ""Angel of Mercy."" Each card entry includes various attributes such as the artist, mana cost, card type, and special abilities. For instance, ""Ancestor\'s Chosen"" is a Human Cleric with a converted mana cost of 7 and the ability to gain life based on the number of cards in the graveyard, while ""Angel of Mercy"" is an Angel that allows the player to gain life upon entering the battlefield. The data also includes links for purchasing the cards from different marketplaces, rarity classifications, and additional gameplay details.']",retrieve,retrieve posts dataset,posts,posts,"['The dataset titled ""posts"" contains information about various questions and answers related to statistical methods and Bayesian modeling. It includes key attributes such as PostTypeId, AcceptedAnswerId, CreationDate, Score, ViewCount, and Body, which provide insights into user engagement and content relevance. The data features two entries, one focusing on eliciting prior distributions from experts in Bayesian models and the other discussing the concept of normality in statistical methods. Each entry is enriched with metadata like OwnerUserId, LastActivityDate, Tags, and interaction metrics such as AnswerCount and CommentCount, allowing for a comprehensive analysis of user contributions and topic popularity.', 'The dataset titled ""postHistory"" contains information about user-generated posts related to Bayesian modeling. It includes columns such as PostHistoryTypeId, PostId, RevisionGUID, CreationDate, UserId, Text, Comment, and UserDisplayName. The data features two entries from July 19, 2010, both authored by the same user (UserId 8.0) and linked to the same post (PostId 1). The first entry discusses the process of eliciting prior distributions from experts, while the second entry is a more concise title on the same topic. Notably, there are no comments or user display names provided in this dataset.', 'The dataset titled ""votes"" contains information related to user votes on a platform. It includes five columns: PostId, VoteTypeId, CreationDate, UserId, and BountyAmount. The data consists of two entries, both recorded on July 19, 2010, with PostId values of 3 and 2, respectively, and a VoteTypeId of 2 for both entries. Notably, the UserId and BountyAmount fields are marked as \'nan\', indicating that this information is not available for these records. This dataset provides insights into voting activity on specific posts during the specified date.', 'The dataset titled ""tags"" contains information about specific tags used in a forum or discussion platform. It includes four columns: TagName, Count, ExcerptPostId, and WikiPostId. The data reveals that the tag ""bayesian"" has been used 1,342 times, while the tag ""prior"" has a count of 168. Each tag is associated with specific post IDs, indicating their relevance in the context of the platform\'s content.']",1
341,What are the borderless cards available without powerful foils?,simple,['cards'],card_games,product,"['The provided data contains information about two Magic: The Gathering cards, ""Ancestor\'s Chosen"" and ""Angel of Mercy."" Each card entry includes various attributes such as the artist, mana cost, card type, and special abilities. For instance, ""Ancestor\'s Chosen"" is a Human Cleric with a converted mana cost of 7 and the ability to gain life based on the number of cards in the graveyard, while ""Angel of Mercy"" is an Angel that allows the player to gain life upon entering the battlefield. The data also includes links for purchasing the cards from different marketplaces, rarity classifications, and additional gameplay details.']",retrieve,retrieve Magic: The Gathering Card Data,cards,cards,"['The dataset titled ""cards"",the provided data contains information about two Magic: The Gathering cards, ""Ancestor\'s Chosen"" and ""Angel of Mercy."" Each card entry includes various attributes such as the artist, mana cost, card type, and special abilities. For instance, ""Ancestor\'s Chosen"" is a Human Cleric with a converted mana cost of 7 and the ability to gain life based on the number of cards in the graveyard, while ""Angel of Mercy"" is an Angel that allows the player to gain life upon entering the battlefield. The data also includes links for purchasing the cards from different marketplaces, rarity classifications, and additional gameplay details.', 'The dataset titled ""foreign_data"" contains information about a specific creature card from a trading card game, presented in two different languages: German and Spanish. Each entry includes the flavor text, language, multiverse ID, card name, abilities, type, and a unique identifier (UUID). The card, known as ""Ausgewählter der Ahnfrau"" in German and ""Elegido de la Antepasada"" in Spanish, features abilities such as first strike and life gain based on the number of cards in the graveyard. This data provides insights into the card\'s characteristics and its representation in different languages.', 'The dataset titled ""set_translations"",the provided data contains information about various card sets from a trading card game, specifically focusing on the Core Set. Each entry includes details such as the base set size, block, booster configurations, and release dates. The data also specifies whether the cards are foil, foreign, or online-only, along with unique identifiers like mcmId and tcgplayerGroupId. Additionally, the entries include the total set size and type, offering a comprehensive overview of the card sets and their characteristics.', 'The dataset titled ""rulings"" contains two entries related to game mechanics and rules clarifications. Each entry includes a date, a specific text ruling, and a unique identifier (UUID). The first entry, dated July 15, 2007, explains the timing of drawing a card in relation to the resolution of a Bandage effect. The second entry, from February 1, 2007, discusses the mathematical implications of doubling a negative life total in gameplay. This data provides insights into the nuances of game rules and their interpretations.']",1
341,What are the borderless cards available without powerful foils?,simple,['cards'],card_games,product,"['The provided data contains information about two Magic: The Gathering cards, ""Ancestor\'s Chosen"" and ""Angel of Mercy."" Each card entry includes various attributes such as the artist, mana cost, card type, and special abilities. For instance, ""Ancestor\'s Chosen"" is a Human Cleric with a converted mana cost of 7 and the ability to gain life based on the number of cards in the graveyard, while ""Angel of Mercy"" is an Angel that allows the player to gain life upon entering the battlefield. The data also includes links for purchasing the cards from different marketplaces, rarity classifications, and additional gameplay details.']",retrieve,retrieve Card Characteristics Dataset,cards,cards,"['The dataset titled ""cards"",the provided data contains information about two Magic: The Gathering cards, ""Ancestor\'s Chosen"" and ""Angel of Mercy."" Each card entry includes various attributes such as the artist, mana cost, card type, and special abilities. For instance, ""Ancestor\'s Chosen"" is a Human Cleric with a converted mana cost of 7 and the ability to gain life based on the number of cards in the graveyard, while ""Angel of Mercy"" is an Angel that allows the player to gain life upon entering the battlefield. The data also includes links for purchasing the cards from different marketplaces, rarity classifications, and additional gameplay details.', 'The dataset titled ""transactions_1k"" contains transaction records from a gas station, detailing customer purchases. Each entry includes the date and time of the transaction, along with unique identifiers for the customer, card, and gas station. Additionally, the dataset provides information on the product purchased, the quantity (Amount), and the total price of the transaction. The two sample records indicate transactions that occurred on August 24, 2012, showcasing different customers and amounts spent at the same gas station.', 'The dataset titled ""set_translations"",the provided data contains information about various card sets from a trading card game, specifically focusing on the Core Set. Each entry includes details such as the base set size, block, booster configurations, and release dates. The data also specifies whether the cards are foil, foreign, or online-only, along with unique identifiers like mcmId and tcgplayerGroupId. Additionally, the entries include the total set size and type, offering a comprehensive overview of the card sets and their characteristics.', 'The dataset titled ""foreign_data"" contains information about a specific creature card from a trading card game, presented in two different languages: German and Spanish. Each entry includes the flavor text, language, multiverse ID, card name, abilities, type, and a unique identifier (UUID). The card, known as ""Ausgewählter der Ahnfrau"" in German and ""Elegido de la Antepasada"" in Spanish, features abilities such as first strike and life gain based on the number of cards in the graveyard. This data provides insights into the card\'s characteristics and its representation in different languages.']",1
1028,"In Scotland Premier League, which away team won the most during the 2010 season?",challenging,"['Match', 'Team', 'League']",european_football_2,product,"['The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', 'The dataset titled ""Team"" contains information about two football teams, KRC Genk and Beerschot AC. Each entry includes a unique team API ID, FIFA API ID, the full name of the team, and its short name. Specifically, KRC Genk is identified by the API IDs 9987 and 673, while Beerschot AC is represented by 9993 and 675. This data can be useful for analyzing team statistics and performance in various football-related applications.', 'The dataset titled ""League"" contains information about football leagues from different countries. It includes two columns: ""country_id,"" which represents a unique identifier for each league, and ""name,"" which specifies the name of the league. The data features the Belgium Jupiler League and the England Premier League, providing insights into the top football competitions in these countries. Each entry is formatted with the country ID followed by the league name, making it easy to identify and categorize the leagues.']",retrieve,retrieve League Dataset,League,League,"['The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', 'The dataset titled ""League"" contains information about football leagues from different countries. It includes two columns: ""country_id,"" which represents a unique identifier for each league, and ""name,"" which specifies the name of the league. The data features the Belgium Jupiler League and the England Premier League, providing insights into the top football competitions in these countries. Each entry is formatted with the country ID followed by the league name, making it easy to identify and categorize the leagues.', 'The dataset titled ""Team"" contains information about two football teams, KRC Genk and Beerschot AC. Each entry includes a unique team API ID, FIFA API ID, the full name of the team, and its short name. Specifically, KRC Genk is identified by the API IDs 9987 and 673, while Beerschot AC is represented by 9993 and 675. This data can be useful for analyzing team statistics and performance in various football-related applications.', 'The dataset titled ""posts"" contains information about various questions and answers related to statistical methods and Bayesian modeling. It includes key attributes such as PostTypeId, AcceptedAnswerId, CreationDate, Score, ViewCount, and Body, which provide insights into user engagement and content relevance. The data features two entries, one focusing on eliciting prior distributions from experts in Bayesian models and the other discussing the concept of normality in statistical methods. Each entry is enriched with metadata like OwnerUserId, LastActivityDate, Tags, and interaction metrics such as AnswerCount and CommentCount, allowing for a comprehensive analysis of user contributions and topic popularity.']",1
1028,"In Scotland Premier League, which away team won the most during the 2010 season?",challenging,"['Match', 'Team', 'League']",european_football_2,product,"['The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', 'The dataset titled ""Team"" contains information about two football teams, KRC Genk and Beerschot AC. Each entry includes a unique team API ID, FIFA API ID, the full name of the team, and its short name. Specifically, KRC Genk is identified by the API IDs 9987 and 673, while Beerschot AC is represented by 9993 and 675. This data can be useful for analyzing team statistics and performance in various football-related applications.', 'The dataset titled ""League"" contains information about football leagues from different countries. It includes two columns: ""country_id,"" which represents a unique identifier for each league, and ""name,"" which specifies the name of the league. The data features the Belgium Jupiler League and the England Premier League, providing insights into the top football competitions in these countries. Each entry is formatted with the country ID followed by the league name, making it easy to identify and categorize the leagues.']",retrieve,retrieve Match Dataset,Match,Match,"['The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', 'The dataset titled ""posts"" contains information about various questions and answers related to statistical methods and Bayesian modeling. It includes key attributes such as PostTypeId, AcceptedAnswerId, CreationDate, Score, ViewCount, and Body, which provide insights into user engagement and content relevance. The data features two entries, one focusing on eliciting prior distributions from experts in Bayesian models and the other discussing the concept of normality in statistical methods. Each entry is enriched with metadata like OwnerUserId, LastActivityDate, Tags, and interaction metrics such as AnswerCount and CommentCount, allowing for a comprehensive analysis of user contributions and topic popularity.', 'function name: retrieve:\n retrieve\n', 'The dataset titled ""Team"" contains information about two football teams, KRC Genk and Beerschot AC. Each entry includes a unique team API ID, FIFA API ID, the full name of the team, and its short name. Specifically, KRC Genk is identified by the API IDs 9987 and 673, while Beerschot AC is represented by 9993 and 675. This data can be useful for analyzing team statistics and performance in various football-related applications.']",1
1084,"Among the players born before the year 1986, how many of them would remain in his position and defense while the team attacked?",challenging,"['Player', 'Player_Attributes']",european_football_2,product,"['The dataset titled ""Player"" contains information about two football players, Aaron Appindangoye and Aaron Cresswell. Each entry includes the player\'s unique API ID, FIFA API ID, name, birthday, height in centimeters, and weight in grams. The data provides insights into the players\' physical attributes and identification numbers, which can be useful for analysis in sports analytics or player comparison studies. The birthdays indicate that both players were born in the late 20th century, with Appindangoye being born on February 29, 1992, and Cresswell on December 15, 1989.', 'The dataset titled ""Player_Attributes"" contains detailed information about football players, specifically focusing on their performance metrics and attributes. Each entry includes a unique player identifier, the date of the data record, overall rating, potential, and various skill ratings such as crossing, finishing, and dribbling. The data also captures physical attributes like acceleration, sprint speed, and strength, as well as tactical skills including positioning and marking. The records span two dates in 2015 and 2016, providing insights into player development over time.']",retrieve,retrieve Player data,Player,Player_Attributes,"['The dataset titled ""Player_Attributes"" contains detailed information about football players, specifically focusing on their performance metrics and attributes. Each entry includes a unique player identifier, the date of the data record, overall rating, potential, and various skill ratings such as crossing, finishing, and dribbling. The data also captures physical attributes like acceleration, sprint speed, and strength, as well as tactical skills including positioning and marking. The records span two dates in 2015 and 2016, providing insights into player development over time.', 'function name: retrieve:\n retrieve\n', 'The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It returns the relevant data based on the provided parameters.\n""]",0
1084,"Among the players born before the year 1986, how many of them would remain in his position and defense while the team attacked?",challenging,"['Player', 'Player_Attributes']",european_football_2,product,"['The dataset titled ""Player"" contains information about two football players, Aaron Appindangoye and Aaron Cresswell. Each entry includes the player\'s unique API ID, FIFA API ID, name, birthday, height in centimeters, and weight in grams. The data provides insights into the players\' physical attributes and identification numbers, which can be useful for analysis in sports analytics or player comparison studies. The birthdays indicate that both players were born in the late 20th century, with Appindangoye being born on February 29, 1992, and Cresswell on December 15, 1989.', 'The dataset titled ""Player_Attributes"" contains detailed information about football players, specifically focusing on their performance metrics and attributes. Each entry includes a unique player identifier, the date of the data record, overall rating, potential, and various skill ratings such as crossing, finishing, and dribbling. The data also captures physical attributes like acceleration, sprint speed, and strength, as well as tactical skills including positioning and marking. The records span two dates in 2015 and 2016, providing insights into player development over time.']",retrieve,retrieve Player_Attributes data,Player_Attributes,Player_Attributes,"['The dataset titled ""Player_Attributes"" contains detailed information about football players, specifically focusing on their performance metrics and attributes. Each entry includes a unique player identifier, the date of the data record, overall rating, potential, and various skill ratings such as crossing, finishing, and dribbling. The data also captures physical attributes like acceleration, sprint speed, and strength, as well as tactical skills including positioning and marking. The records span two dates in 2015 and 2016, providing insights into player development over time.', 'The dataset titled ""Team_Attributes"" contains detailed attributes of football teams over specific dates, focusing on various aspects of their gameplay. Each entry includes a unique team identifier, the date of the recorded attributes, and metrics related to build-up play, chance creation, and defensive strategies. Key attributes include build-up play speed, dribbling, passing, and positioning, as well as chance creation metrics like passing, crossing, and shooting. Additionally, the dataset provides insights into defensive pressure, aggression, and team width, allowing for a comprehensive analysis of team performance and tactics over time.', 'The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', 'The dataset ""hero_attribute"" contains information about various attributes associated with heroes, represented by two columns: attribute_id and attribute_value. The attribute_id column indicates the unique identifier for each attribute, while the attribute_value column provides the corresponding values for these attributes. In this dataset, there are two entries with attribute_id \'1\' having values of \'80\' and \'75\', suggesting a potential comparison or ranking of a specific hero\'s attribute. Overall, this data could be useful for analyzing hero characteristics in a gaming or storytelling context.']",1
1096,Calculate the average overall rating of Pietro Marino.,moderate,"['Player', 'Player_Attributes']",european_football_2,product,"['The dataset titled ""Player"" contains information about two football players, Aaron Appindangoye and Aaron Cresswell. Each entry includes the player\'s unique API ID, FIFA API ID, name, birthday, height in centimeters, and weight in grams. The data provides insights into the players\' physical attributes and identification numbers, which can be useful for analysis in sports analytics or player comparison studies. The birthdays indicate that both players were born in the late 20th century, with Appindangoye being born on February 29, 1992, and Cresswell on December 15, 1989.', 'The dataset titled ""Player_Attributes"" contains detailed information about football players, specifically focusing on their performance metrics and attributes. Each entry includes a unique player identifier, the date of the data record, overall rating, potential, and various skill ratings such as crossing, finishing, and dribbling. The data also captures physical attributes like acceleration, sprint speed, and strength, as well as tactical skills including positioning and marking. The records span two dates in 2015 and 2016, providing insights into player development over time.']",retrieve,retrieve Posts Dataset,posts,posts,"['The dataset titled ""posts"" contains information about various questions and answers related to statistical methods and Bayesian modeling. It includes key attributes such as PostTypeId, AcceptedAnswerId, CreationDate, Score, ViewCount, and Body, which provide insights into user engagement and content relevance. The data features two entries, one focusing on eliciting prior distributions from experts in Bayesian models and the other discussing the concept of normality in statistical methods. Each entry is enriched with metadata like OwnerUserId, LastActivityDate, Tags, and interaction metrics such as AnswerCount and CommentCount, allowing for a comprehensive analysis of user contributions and topic popularity.', 'The dataset titled ""postHistory"" contains information about user-generated posts related to Bayesian modeling. It includes columns such as PostHistoryTypeId, PostId, RevisionGUID, CreationDate, UserId, Text, Comment, and UserDisplayName. The data features two entries from July 19, 2010, both authored by the same user (UserId 8.0) and linked to the same post (PostId 1). The first entry discusses the process of eliciting prior distributions from experts, while the second entry is a more concise title on the same topic. Notably, there are no comments or user display names provided in this dataset.', 'The dataset titled ""comments"" contains user-generated feedback related to a specific topic, with each entry comprising a unique PostId, a Score indicating the user\'s rating, the Text of the comment, the CreationDate of the comment, the UserId of the commenter, and the UserDisplayName. The data includes two comments dated July 19, 2010, both from the same user, with scores of 5 and 0, reflecting contrasting opinions on the value of a subject, likely related to the programming language R. The comments highlight a debate on the definition of \'valuable\' in the context discussed, showcasing the subjective nature of user feedback.', 'The dataset titled ""votes"" contains information related to user votes on a platform. It includes five columns: PostId, VoteTypeId, CreationDate, UserId, and BountyAmount. The data consists of two entries, both recorded on July 19, 2010, with PostId values of 3 and 2, respectively, and a VoteTypeId of 2 for both entries. Notably, the UserId and BountyAmount fields are marked as \'nan\', indicating that this information is not available for these records. This dataset provides insights into voting activity on specific posts during the specified date.']",1
1124,Who are the players that tend to be attacking when their mates were doing attack moves? List down their name.,moderate,"['Player', 'Player_Attributes']",european_football_2,product,"['The dataset titled ""Player"" contains information about two football players, Aaron Appindangoye and Aaron Cresswell. Each entry includes the player\'s unique API ID, FIFA API ID, name, birthday, height in centimeters, and weight in grams. The data provides insights into the players\' physical attributes and identification numbers, which can be useful for analysis in sports analytics or player comparison studies. The birthdays indicate that both players were born in the late 20th century, with Appindangoye being born on February 29, 1992, and Cresswell on December 15, 1989.', 'The dataset titled ""Player_Attributes"" contains detailed information about football players, specifically focusing on their performance metrics and attributes. Each entry includes a unique player identifier, the date of the data record, overall rating, potential, and various skill ratings such as crossing, finishing, and dribbling. The data also captures physical attributes like acceleration, sprint speed, and strength, as well as tactical skills including positioning and marking. The records span two dates in 2015 and 2016, providing insights into player development over time.']",retrieve,retrieve Player_Attributes data,Player_Attributes,Player_Attributes,"['The dataset titled ""Player_Attributes"" contains detailed information about football players, specifically focusing on their performance metrics and attributes. Each entry includes a unique player identifier, the date of the data record, overall rating, potential, and various skill ratings such as crossing, finishing, and dribbling. The data also captures physical attributes like acceleration, sprint speed, and strength, as well as tactical skills including positioning and marking. The records span two dates in 2015 and 2016, providing insights into player development over time.', 'The dataset titled ""Team_Attributes"" contains detailed attributes of football teams over specific dates, focusing on various aspects of their gameplay. Each entry includes a unique team identifier, the date of the recorded attributes, and metrics related to build-up play, chance creation, and defensive strategies. Key attributes include build-up play speed, dribbling, passing, and positioning, as well as chance creation metrics like passing, crossing, and shooting. Additionally, the dataset provides insights into defensive pressure, aggression, and team width, allowing for a comprehensive analysis of team performance and tactics over time.', 'The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', 'The dataset ""hero_attribute"" contains information about various attributes associated with heroes, represented by two columns: attribute_id and attribute_value. The attribute_id column indicates the unique identifier for each attribute, while the attribute_value column provides the corresponding values for these attributes. In this dataset, there are two entries with attribute_id \'1\' having values of \'80\' and \'75\', suggesting a potential comparison or ranking of a specific hero\'s attribute. Overall, this data could be useful for analyzing hero characteristics in a gaming or storytelling context.']",1
1124,Who are the players that tend to be attacking when their mates were doing attack moves? List down their name.,moderate,"['Player', 'Player_Attributes']",european_football_2,product,"['The dataset titled ""Player"" contains information about two football players, Aaron Appindangoye and Aaron Cresswell. Each entry includes the player\'s unique API ID, FIFA API ID, name, birthday, height in centimeters, and weight in grams. The data provides insights into the players\' physical attributes and identification numbers, which can be useful for analysis in sports analytics or player comparison studies. The birthdays indicate that both players were born in the late 20th century, with Appindangoye being born on February 29, 1992, and Cresswell on December 15, 1989.', 'The dataset titled ""Player_Attributes"" contains detailed information about football players, specifically focusing on their performance metrics and attributes. Each entry includes a unique player identifier, the date of the data record, overall rating, potential, and various skill ratings such as crossing, finishing, and dribbling. The data also captures physical attributes like acceleration, sprint speed, and strength, as well as tactical skills including positioning and marking. The records span two dates in 2015 and 2016, providing insights into player development over time.']",retrieve,retrieve Player data,Player,Player_Attributes,"['The dataset titled ""Player_Attributes"" contains detailed information about football players, specifically focusing on their performance metrics and attributes. Each entry includes a unique player identifier, the date of the data record, overall rating, potential, and various skill ratings such as crossing, finishing, and dribbling. The data also captures physical attributes like acceleration, sprint speed, and strength, as well as tactical skills including positioning and marking. The records span two dates in 2015 and 2016, providing insights into player development over time.', 'function name: retrieve:\n retrieve\n', 'The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It returns the relevant data based on the provided parameters.\n""]",0
1145,Which top 4 leagues had the most games in the 2015-2016 season?,simple,"['Match', 'League']",european_football_2,product,"['The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', 'The dataset titled ""League"" contains information about football leagues from different countries. It includes two columns: ""country_id,"" which represents a unique identifier for each league, and ""name,"" which specifies the name of the league. The data features the Belgium Jupiler League and the England Premier League, providing insights into the top football competitions in these countries. Each entry is formatted with the country ID followed by the league name, making it easy to identify and categorize the leagues.']",retrieve,retrieve Match Dataset,Match,Match,"['The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', 'The dataset titled ""posts"" contains information about various questions and answers related to statistical methods and Bayesian modeling. It includes key attributes such as PostTypeId, AcceptedAnswerId, CreationDate, Score, ViewCount, and Body, which provide insights into user engagement and content relevance. The data features two entries, one focusing on eliciting prior distributions from experts in Bayesian models and the other discussing the concept of normality in statistical methods. Each entry is enriched with metadata like OwnerUserId, LastActivityDate, Tags, and interaction metrics such as AnswerCount and CommentCount, allowing for a comprehensive analysis of user contributions and topic popularity.', 'The dataset titled ""products"" contains a single column labeled ""Description,"" which includes two entries. The first entry is ""Rucní zadání,"" which translates to ""Manual entry"" in English, suggesting a process or method related to data input. The second entry, ""Nafta,"" refers to ""Diesel,"" indicating a type of fuel. This dataset appears to focus on product descriptions, potentially related to automotive or fuel-related industries.', 'The dataset titled ""results"" contains information about a specific race, identified by the raceId. It includes details for two drivers, including their unique driverId, constructorId, and race performance metrics such as grid position, finishing position, points earned, total laps completed, and race time. Additionally, the data provides insights into the fastest lap achieved by each driver, including lap time and speed, as well as their overall status in the race. This structured data is essential for analyzing driver performance and race outcomes.']",1
1145,Which top 4 leagues had the most games in the 2015-2016 season?,simple,"['Match', 'League']",european_football_2,product,"['The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', 'The dataset titled ""League"" contains information about football leagues from different countries. It includes two columns: ""country_id,"" which represents a unique identifier for each league, and ""name,"" which specifies the name of the league. The data features the Belgium Jupiler League and the England Premier League, providing insights into the top football competitions in these countries. Each entry is formatted with the country ID followed by the league name, making it easy to identify and categorize the leagues.']",retrieve,retrieve League Dataset,League,League,"['The dataset titled ""Match"" contains detailed information about football matches from the 2008/2009 season. It includes various attributes such as country and league identifiers, match date, stage, and unique match API IDs. Additionally, the data provides insights into team performance, including goals scored by home and away teams, player lineups, and match statistics like shots on target, fouls committed, and possession percentages. The dataset also features betting odds from multiple bookmakers, offering a comprehensive view of the matches and their outcomes.', 'The dataset titled ""League"" contains information about football leagues from different countries. It includes two columns: ""country_id,"" which represents a unique identifier for each league, and ""name,"" which specifies the name of the league. The data features the Belgium Jupiler League and the England Premier League, providing insights into the top football competitions in these countries. Each entry is formatted with the country ID followed by the league name, making it easy to identify and categorize the leagues.', 'The dataset titled ""Team"" contains information about two football teams, KRC Genk and Beerschot AC. Each entry includes a unique team API ID, FIFA API ID, the full name of the team, and its short name. Specifically, KRC Genk is identified by the API IDs 9987 and 673, while Beerschot AC is represented by 9993 and 675. This data can be useful for analyzing team statistics and performance in various football-related applications.', 'The dataset titled ""Player_Attributes"" contains detailed information about football players, specifically focusing on their performance metrics and attributes. Each entry includes a unique player identifier, the date of the data record, overall rating, potential, and various skill ratings such as crossing, finishing, and dribbling. The data also captures physical attributes like acceleration, sprint speed, and strength, as well as tactical skills including positioning and marking. The records span two dates in 2015 and 2016, providing insights into player development over time.']",1
