query_id,entity,rel_score
SemSearch_LS-12,<dbpedia:Hiroshima:_BBC_History_of_World_War_II>,2
SemSearch_LS-12,<dbpedia:Hiroshima_(book)>,1
SemSearch_LS-12,<dbpedia:Hiroshima_National_Peace_Memorial_Hall_for_the_Atomic_Bomb_Victims>,1
SemSearch_LS-12,<dbpedia:Hiroshima_Peace_Memorial>,1
SemSearch_LS-12,<dbpedia:Hiroshima_Peace_Memorial_Park>,1
SemSearch_LS-12,<dbpedia:History_of_nuclear_weapons>,1
SemSearch_LS-12,<dbpedia:Little_Boy>,1
SemSearch_LS-12,<dbpedia:Nagasaki>,2
SemSearch_LS-12,<dbpedia:Nagasaki_Atomic_Bomb_Museum>,1
SemSearch_LS-12,<dbpedia:Nagasaki_National_Peace_Memorial_Hall_for_the_Atomic_Bomb_Victims>,1
SemSearch_LS-12,<dbpedia:Nuclear_warfare>,1
SemSearch_LS-12,<dbpedia:Nuclear_weapon>,1
SemSearch_LS-12,<dbpedia:The_Bells_of_Nagasaki>,1
SemSearch_LS-12,<dbpedia:Trinity:_A_Graphic_History_of_the_First_Atomic_Bomb>,1
SemSearch_LS-12,<dbpedia:United_States_and_weapons_of_mass_destruction>,1
SemSearch_LS-12,<dbpedia:Wendover_Air_Force_Base>,1
SemSearch_LS-12,<dbpedia:White_Light/Black_Rain:_The_Destruction_of_Hiroshima_and_Nagasaki>,1
SemSearch_LS-13,<dbpedia:Cīvaka_Cintāmaṇi>,2
SemSearch_LS-13,<dbpedia:Karthigesu_Sivathamby>,1
SemSearch_LS-13,<dbpedia:Kovalan>,1
SemSearch_LS-13,<dbpedia:Kundalakesi>,1
SemSearch_LS-13,<dbpedia:Madhavi_(Silappatikaram)>,1
SemSearch_LS-13,<dbpedia:Manimekalai>,1
SemSearch_LS-13,<dbpedia:Nannūl>,1
SemSearch_LS-13,<dbpedia:Neelakesi>,1
SemSearch_LS-13,<dbpedia:Periya_Puranam>,1
SemSearch_LS-13,<dbpedia:Poompuhar_(film)>,1
SemSearch_LS-13,<dbpedia:Project_Madurai>,1
SemSearch_LS-13,<dbpedia:Ramavataram>,1
SemSearch_LS-13,<dbpedia:Sangam_landscape>,1
SemSearch_LS-13,<dbpedia:Sangam_period>,1
SemSearch_LS-13,<dbpedia:Silappatikaram>,2
SemSearch_LS-13,<dbpedia:Tamil_literature>,1
SemSearch_LS-13,<dbpedia:Tamil_mythology>,1
SemSearch_LS-13,<dbpedia:The_Five_Great_Epics_of_Tamil_Literature>,2
SemSearch_LS-13,<dbpedia:Thembavani>,1
SemSearch_LS-13,<dbpedia:Tirukkuṛaḷ>,1
SemSearch_LS-13,<dbpedia:Tirutakkatevar>,1
SemSearch_LS-13,<dbpedia:Valayapathi>,1
SemSearch_LS-14,<dbpedia:Alexiares_and_Anicetus>,1
SemSearch_LS-14,<dbpedia:Anteros>,1
SemSearch_LS-14,<dbpedia:Aphrodite>,1
SemSearch_LS-14,<dbpedia:Apollo>,2
SemSearch_LS-14,<dbpedia:Artemis>,1
SemSearch_LS-14,<dbpedia:Athena>,2
SemSearch_LS-14,<dbpedia:Dionysus>,2
SemSearch_LS-14,<dbpedia:Eros>,2
SemSearch_LS-14,<dbpedia:Hebe_(mythology)>,2
SemSearch_LS-14,<dbpedia:Hephaestus>,1
SemSearch_LS-14,<dbpedia:Hera>,2
SemSearch_LS-14,<dbpedia:Heracles>,2
SemSearch_LS-14,<dbpedia:Hermes>,2
SemSearch_LS-14,<dbpedia:Hestia>,2
SemSearch_LS-14,<dbpedia:Poseidon>,2
SemSearch_LS-14,<dbpedia:Poseidon_(DC_Comics)>,1
SemSearch_LS-14,<dbpedia:Prometheus>,2
SemSearch_LS-14,<dbpedia:Twelve_Olympians>,1
SemSearch_LS-14,<dbpedia:Zeus>,2
SemSearch_LS-16,<dbpedia:20th_hijacker>,1
SemSearch_LS-16,<dbpedia:9/11_conspiracy_theories>,1
SemSearch_LS-16,<dbpedia:Abdelghani_Mzoudi>,2
SemSearch_LS-16,<dbpedia:Abdulaziz_al-Omari>,2
SemSearch_LS-16,<dbpedia:Abdussattar_Shaikh>,1
SemSearch_LS-16,<dbpedia:Adnan_Bukhari>,1
SemSearch_LS-16,<dbpedia:Ahmed_al-Ghamdi>,2
SemSearch_LS-16,<dbpedia:Ahmed_al-Haznawi>,2
SemSearch_LS-16,<dbpedia:Ahmed_al-Nami>,2
SemSearch_LS-16,<dbpedia:Airport_security_repercussions_due_to_the_September_11_attacks>,1
SemSearch_LS-16,<dbpedia:Ameer_Bukhari>,1
SemSearch_LS-16,<dbpedia:American_Airlines_Flight_11>,1
SemSearch_LS-16,<dbpedia:American_Airlines_Flight_77>,1
SemSearch_LS-16,<dbpedia:Casualties_of_the_September_11_attacks>,1
SemSearch_LS-16,<dbpedia:Collapse_of_the_World_Trade_Center>,1
SemSearch_LS-16,<dbpedia:Detentions_following_the_September_11_attacks>,1
SemSearch_LS-16,<dbpedia:Fayez_Banihammad>,2
SemSearch_LS-16,<dbpedia:Hamza_al-Ghamdi>,2
SemSearch_LS-16,<dbpedia:Hani_Hanjour>,2
SemSearch_LS-16,<dbpedia:Hijackers_in_the_September_11_attacks>,2
SemSearch_LS-16,<dbpedia:Khalid_al-Mihdhar>,2
SemSearch_LS-16,<dbpedia:Majed_Moqed>,1
SemSearch_LS-16,<dbpedia:Marwan_al-Shehhi>,2
SemSearch_LS-16,<dbpedia:Mohamed_Atta>,2
SemSearch_LS-16,<dbpedia:Mohand_al-Shehri>,2
SemSearch_LS-16,<dbpedia:Motives_for_the_September_11_attacks>,1
SemSearch_LS-16,<dbpedia:Nawaf_al-Hazmi>,2
SemSearch_LS-16,<dbpedia:Outline_of_the_September_11_attacks>,1
SemSearch_LS-16,<dbpedia:Responsibility_for_the_September_11_attacks>,1
SemSearch_LS-16,<dbpedia:Saeed_al-Ghamdi>,1
SemSearch_LS-16,<dbpedia:Salem_al-Hazmi>,2
SemSearch_LS-16,<dbpedia:Satam_al-Suqami>,2
SemSearch_LS-16,<dbpedia:September_11_attacks>,1
SemSearch_LS-16,<dbpedia:Timeline_for_September_following_the_September_11_attacks>,1
SemSearch_LS-16,<dbpedia:U.S._military_response_during_the_September_11_attacks>,1
SemSearch_LS-16,<dbpedia:United_Airlines_Flight_175>,1
SemSearch_LS-16,<dbpedia:Wail_al-Shehri>,2
SemSearch_LS-16,<dbpedia:Waleed_al-Shehri>,2
SemSearch_LS-16,<dbpedia:Ziad_Jarrah>,2
SemSearch_LS-17,<dbpedia:Chairman_of_the_State_Duma>,1
SemSearch_LS-17,<dbpedia:Federal_Assembly_(Russia)>,1
SemSearch_LS-17,<dbpedia:Federation_Council_(Russia)>,2
SemSearch_LS-17,<dbpedia:Magadan_Oblast_Duma>,1
SemSearch_LS-17,<dbpedia:Moscow_City_Duma>,1
SemSearch_LS-17,<dbpedia:Novgorod_Oblast_Duma>,1
SemSearch_LS-17,<dbpedia:Parliament_of_the_Chechen_Republic>,1
SemSearch_LS-17,<dbpedia:Sami_Parliament_of_Russia>,1
SemSearch_LS-17,<dbpedia:State_Duma>,1
SemSearch_LS-17,<dbpedia:Supreme_Soviet_of_Russia>,1
SemSearch_LS-18,<dbpedia:Alfred_Lennon>,1
SemSearch_LS-18,<dbpedia:John_Lennon>,1
SemSearch_LS-18,<dbpedia:Julia_Lennon>,2
SemSearch_LS-19,<dbpedia:2008_Associates_Tri-Series_in_Kenya>,1
SemSearch_LS-19,<dbpedia:Aasif_Karim>,2
SemSearch_LS-19,<dbpedia:Captain_(cricket)>,1
SemSearch_LS-19,<dbpedia:Emily_Ruto>,1
SemSearch_LS-19,<dbpedia:Jimmy_Kamande>,2
SemSearch_LS-19,<dbpedia:Kenya_national_cricket_team>,1
SemSearch_LS-19,<dbpedia:Kenya_women's_national_cricket_team>,1
SemSearch_LS-19,<dbpedia:Kenyan_cricket_team_in_Bangladesh_in_2005–06>,1
SemSearch_LS-19,<dbpedia:Kenyan_cricket_team_in_South_Africa_in_1995–96>,1
SemSearch_LS-19,<dbpedia:Kenyan_cricket_team_in_Zimbabwe_in_2002–03>,1
SemSearch_LS-19,<dbpedia:Kenyan_cricket_team_in_Zimbabwe_in_2009–10>,1
SemSearch_LS-19,<dbpedia:List_of_Kenya_national_cricket_captains>,1
SemSearch_LS-19,<dbpedia:Maurice_Odumbe>,2
SemSearch_LS-19,<dbpedia:Ragheb_Aga>,2
SemSearch_LS-19,<dbpedia:Steve_Tikolo>,1
SemSearch_LS-19,<dbpedia:Subhash_Modi>,2
SemSearch_LS-19,<dbpedia:Thomas_Odoyo>,1
SemSearch_LS-19,<dbpedia:Tom_Tikolo>,2
SemSearch_LS-2,<dbpedia:Arab_states_of_the_Persian_Gulf>,2
SemSearch_LS-2,<dbpedia:Arabian_Gulf_rugby_union_team>,1
SemSearch_LS-2,<dbpedia:Bahrain>,2
SemSearch_LS-2,<dbpedia:Bubiyan_Island>,1
SemSearch_LS-2,<dbpedia:Dubai>,1
SemSearch_LS-2,<dbpedia:Eastern_Arabia>,1
SemSearch_LS-2,<dbpedia:Foreign_relations_of_Bahrain>,1
SemSearch_LS-2,<dbpedia:Foreign_relations_of_Kuwait>,1
SemSearch_LS-2,<dbpedia:Foreign_relations_of_Oman>,1
SemSearch_LS-2,<dbpedia:Greater_and_Lesser_Tunbs>,1
SemSearch_LS-2,<dbpedia:Gulf_Arabic>,1
SemSearch_LS-2,<dbpedia:Gulf_War>,1
SemSearch_LS-2,<dbpedia:History_of_the_United_Arab_Emirates>,1
SemSearch_LS-2,<dbpedia:Iran–United_Arab_Emirates_relations>,1
SemSearch_LS-2,<dbpedia:Kuwait>,2
SemSearch_LS-2,<dbpedia:Member_states_of_the_Cooperation_Council_for_the_Arab_States_of_the_Gulf>,1
SemSearch_LS-2,<dbpedia:Oman>,1
SemSearch_LS-2,<dbpedia:Outline_of_the_United_Arab_Emirates>,1
SemSearch_LS-2,<dbpedia:Persian_Arab>,1
SemSearch_LS-2,<dbpedia:Persian_Gulf>,1
SemSearch_LS-2,<dbpedia:Persian_Gulf_Residency>,1
SemSearch_LS-2,<dbpedia:Persian_Gulf_naming_dispute>,1
SemSearch_LS-2,<dbpedia:Qatar>,2
SemSearch_LS-2,<dbpedia:Riyadh>,1
SemSearch_LS-2,<dbpedia:Rugby_union_in_the_Arab_states_of_the_Persian_Gulf>,1
SemSearch_LS-2,<dbpedia:Saudi_Arabia>,2
SemSearch_LS-2,<dbpedia:Sir_Abu_Nu’ayr>,1
SemSearch_LS-2,<dbpedia:United_Arab_Emirates>,2
SemSearch_LS-20,<dbpedia:Ariq_Böke>,2
SemSearch_LS-20,<dbpedia:Family_tree_of_Genghis_Khan>,1
SemSearch_LS-20,<dbpedia:Ghazan>,1
SemSearch_LS-20,<dbpedia:Hulagu_Khan>,2
SemSearch_LS-20,<dbpedia:Kublai_Khan>,1
SemSearch_LS-20,<dbpedia:List_of_Mongol_rulers>,1
SemSearch_LS-20,<dbpedia:Mongol_Empire>,1
SemSearch_LS-20,<dbpedia:Möngke_Khan>,2
SemSearch_LS-20,<dbpedia:The_Legend_of_Kublai_Khan>,1
SemSearch_LS-20,<dbpedia:Toluid_Civil_War>,2
SemSearch_LS-21,<dbpedia:Lily_Allen>,1
SemSearch_LS-22,<dbpedia:1981_Major_League_Baseball_strike>,1
SemSearch_LS-22,<dbpedia:1985_Major_League_Baseball_strike>,1
SemSearch_LS-22,<dbpedia:1990_Major_League_Baseball_lockout>,1
SemSearch_LS-22,<dbpedia:2010_Major_League_Soccer_lockout/strike>,1
SemSearch_LS-22,<dbpedia:American_League>,1
SemSearch_LS-22,<dbpedia:American_League_Central>,1
SemSearch_LS-22,<dbpedia:American_League_East>,1
SemSearch_LS-22,<dbpedia:American_Professional_Soccer_League>,1
SemSearch_LS-22,<dbpedia:Atlanta_United_FC>,1
SemSearch_LS-22,<dbpedia:Central_Baseball_League>,1
SemSearch_LS-22,<dbpedia:Chicago_Brown_Bombers>,1
SemSearch_LS-22,<dbpedia:Christy_Mathewson>,1
SemSearch_LS-22,<dbpedia:Commissioner_of_Baseball>,1
SemSearch_LS-22,<dbpedia:Continental_League>,1
SemSearch_LS-22,<dbpedia:Expansion_of_Major_League_Soccer>,1
SemSearch_LS-22,<dbpedia:Federal_League>,1
SemSearch_LS-22,<dbpedia:Frank_Robinson>,1
SemSearch_LS-22,<dbpedia:History_of_Major_League_Soccer>,1
SemSearch_LS-22,<dbpedia:History_of_baseball_in_the_United_States>,1
SemSearch_LS-22,<dbpedia:List_of_D.C._United_seasons>,1
SemSearch_LS-22,<dbpedia:List_of_Major_League_Baseball_All-Star_Game_venues>,1
SemSearch_LS-22,<dbpedia:List_of_Major_League_Soccer_seasons>,1
SemSearch_LS-22,<dbpedia:Major_Indoor_Soccer_League_(1978–92)>,2
SemSearch_LS-22,<dbpedia:Major_Indoor_Soccer_League_(2001–08)>,1
SemSearch_LS-22,<dbpedia:Major_Indoor_Soccer_League_(2008–14)>,2
SemSearch_LS-22,<dbpedia:Major_League_Baseball>,2
SemSearch_LS-22,<dbpedia:Major_League_Baseball_All-Century_Team>,1
SemSearch_LS-22,<dbpedia:Major_League_Baseball_All-Star_Game>,1
SemSearch_LS-22,<dbpedia:Major_League_Baseball_Players_Association>,1
SemSearch_LS-22,<dbpedia:Major_League_Baseball_television_contracts>,1
SemSearch_LS-22,<dbpedia:Major_League_Cricket>,1
SemSearch_LS-22,<dbpedia:Major_League_Hacking>,2
SemSearch_LS-22,<dbpedia:Major_League_Soccer>,2
SemSearch_LS-22,<dbpedia:Major_League_Soccer_Players_Union>,1
SemSearch_LS-22,<dbpedia:Major_League_Soccer_attendance>,1
SemSearch_LS-22,<dbpedia:Major_League_Ultimate>,1
SemSearch_LS-22,<dbpedia:Major_professional_sports_leagues_in_the_United_States_and_Canada>,1
SemSearch_LS-22,<dbpedia:Major_women's_sport_leagues_in_North_America>,1
SemSearch_LS-22,<dbpedia:National_Hockey_League>,1
SemSearch_LS-22,<dbpedia:National_League_Central>,1
SemSearch_LS-22,<dbpedia:National_League_West>,1
SemSearch_LS-22,<dbpedia:National_Sales_Center>,1
SemSearch_LS-22,<dbpedia:Negro_league_baseball>,1
SemSearch_LS-22,<dbpedia:New_York_Liberties>,1
SemSearch_LS-22,<dbpedia:North_American_Lacrosse_League>,1
SemSearch_LS-22,<dbpedia:North_American_Soccer_League>,1
SemSearch_LS-22,<dbpedia:North_Coast_Soccer_League>,1
SemSearch_LS-22,<dbpedia:Professional_Referee_Organization>,1
SemSearch_LS-22,<dbpedia:Soccer_in_the_United_States>,1
SemSearch_LS-22,<dbpedia:U.S._cities_with_teams_from_four_major_league_sports>,1
SemSearch_LS-22,<dbpedia:USL_Second_Division>,1
SemSearch_LS-22,<dbpedia:Union_Association>,1
SemSearch_LS-22,<dbpedia:United_Soccer_League>,1
SemSearch_LS-22,<dbpedia:United_Soccer_Leagues>,1
SemSearch_LS-22,<dbpedia:World_Series>,1
SemSearch_LS-24,<dbpedia:Ant_&_Dec's_Push_the_Button>,1
SemSearch_LS-24,<dbpedia:Daddio>,2
SemSearch_LS-24,<dbpedia:Matt_Berry>,1
SemSearch_LS-24,<dbpedia:Matthew_Berry>,1
SemSearch_LS-24,<dbpedia:Smiles_of_a_Summer_Night_(Desperate_Housewives)>,1
SemSearch_LS-24,<dbpedia:The_IT_Crowd>,2
SemSearch_LS-24,<dbpedia:Toast_of_London>,1
SemSearch_LS-25,<dbpedia:Adam_Clayton>,2
SemSearch_LS-25,<dbpedia:Automatic_Baby>,1
SemSearch_LS-25,<dbpedia:Beautiful_Day>,1
SemSearch_LS-25,<dbpedia:Bono>,2
SemSearch_LS-25,"<dbpedia:Larry_Mullen,_Jr.>",2
SemSearch_LS-25,<dbpedia:Morleigh_Steinberg>,1
SemSearch_LS-25,<dbpedia:The_Edge>,1
SemSearch_LS-25,<dbpedia:Timeline_of_U2>,1
SemSearch_LS-25,<dbpedia:U2>,2
SemSearch_LS-25,<dbpedia:U2_by_U2>,1
SemSearch_LS-25,<dbpedia:U2_discography>,1
SemSearch_LS-26,<dbpedia:Before_the_Music_Dies>,2
SemSearch_LS-26,<dbpedia:Erykah_Badu>,1
SemSearch_LS-26,<dbpedia:Erykah_Badu_discography>,1
SemSearch_LS-26,<dbpedia:You_Got_Me_(The_Roots_song)>,1
SemSearch_LS-29,<dbpedia:Angola>,2
SemSearch_LS-29,<dbpedia:Brazil>,2
SemSearch_LS-29,<dbpedia:Brazilian_Portuguese>,1
SemSearch_LS-29,<dbpedia:Cape_Verde>,2
SemSearch_LS-29,<dbpedia:Cape_Verdean_Portuguese>,1
SemSearch_LS-29,<dbpedia:Community_of_Portuguese_Language_Countries>,2
SemSearch_LS-29,<dbpedia:East_Timorese_Portuguese>,1
SemSearch_LS-29,<dbpedia:Equatorial_Guinea>,1
SemSearch_LS-29,<dbpedia:Galician-Portuguese>,1
SemSearch_LS-29,<dbpedia:Guinea-Bissau>,1
SemSearch_LS-29,<dbpedia:Languages_of_Angola>,1
SemSearch_LS-29,<dbpedia:Languages_of_Brazil>,1
SemSearch_LS-29,<dbpedia:List_of_international_organisations_which_have_Portuguese_as_an_official_language>,1
SemSearch_LS-29,<dbpedia:List_of_languages_by_the_number_of_countries_in_which_they_are_recognized_as_an_official_language>,1
SemSearch_LS-29,<dbpedia:List_of_territorial_entities_where_Portuguese_is_an_official_language>,2
SemSearch_LS-29,<dbpedia:Member_states_of_the_Community_of_Portuguese_Language_Countries>,1
SemSearch_LS-29,<dbpedia:Mozambican_Portuguese>,1
SemSearch_LS-29,<dbpedia:Portugal>,2
SemSearch_LS-29,<dbpedia:Portuguese-speaking_African_countries>,1
SemSearch_LS-29,<dbpedia:Portuguese_Language_Orthographic_Agreement_of_1990>,1
SemSearch_LS-29,<dbpedia:Portuguese_Mozambicans>,1
SemSearch_LS-29,<dbpedia:Portuguese_in_Africa>,1
SemSearch_LS-29,<dbpedia:Portuguese_language>,1
SemSearch_LS-3,<dbpedia:A_Man_on_the_Moon>,1
SemSearch_LS-3,<dbpedia:Alan_Bean>,2
SemSearch_LS-3,<dbpedia:Alan_Shepard>,2
SemSearch_LS-3,<dbpedia:Apollo_12>,1
SemSearch_LS-3,<dbpedia:Apollo_17>,1
SemSearch_LS-3,<dbpedia:Buzz_Aldrin>,2
SemSearch_LS-3,<dbpedia:Charles_Duke>,2
SemSearch_LS-3,<dbpedia:David_Scott>,2
SemSearch_LS-3,<dbpedia:Edgar_Mitchell>,2
SemSearch_LS-3,<dbpedia:Eugene_Cernan>,2
SemSearch_LS-3,<dbpedia:Gregory_H._Johnson>,1
SemSearch_LS-3,<dbpedia:Harrison_Schmitt>,1
SemSearch_LS-3,<dbpedia:James_Irwin>,1
SemSearch_LS-3,<dbpedia:John_Young_(astronaut)>,1
SemSearch_LS-3,<dbpedia:List_of_Apollo_astronauts>,1
SemSearch_LS-3,<dbpedia:Moon_landing>,1
SemSearch_LS-3,<dbpedia:Neil_Armstrong>,2
SemSearch_LS-3,<dbpedia:Tranquility_Base>,1
SemSearch_LS-30,<dbpedia:Archangel>,2
SemSearch_LS-30,<dbpedia:Cherub>,1
SemSearch_LS-30,<dbpedia:Chorus_Angelicus>,1
SemSearch_LS-30,<dbpedia:Ophanim>,1
SemSearch_LS-30,<dbpedia:Seraph>,2
SemSearch_LS-30,"<dbpedia:Sing,_Choirs_of_Angels!>",1
SemSearch_LS-30,<dbpedia:YL_Male_Voice_Choir>,1
SemSearch_LS-31,<dbpedia:Brazil_and_the_United_Nations>,1
SemSearch_LS-31,<dbpedia:China>,2
SemSearch_LS-31,<dbpedia:China_and_the_United_Nations>,1
SemSearch_LS-31,<dbpedia:Enlargement_of_the_United_Nations>,1
SemSearch_LS-31,<dbpedia:France_and_the_United_Nations>,1
SemSearch_LS-31,<dbpedia:India_and_the_United_Nations>,1
SemSearch_LS-31,<dbpedia:Lauro_Baja>,2
SemSearch_LS-31,<dbpedia:List_of_members_of_the_United_Nations_Security_Council>,1
SemSearch_LS-31,<dbpedia:P5+1>,1
SemSearch_LS-31,<dbpedia:Permanent_members_of_the_United_Nations_Security_Council>,2
SemSearch_LS-31,<dbpedia:Russia_and_the_United_Nations>,2
SemSearch_LS-31,<dbpedia:Soviet_Union_and_the_United_Nations>,1
SemSearch_LS-31,<dbpedia:United_Kingdom>,2
SemSearch_LS-31,<dbpedia:United_Kingdom_and_the_United_Nations>,1
SemSearch_LS-31,<dbpedia:United_Nations>,1
SemSearch_LS-31,<dbpedia:United_Nations_Security_Council>,1
SemSearch_LS-31,<dbpedia:United_Nations_Security_Council_Resolution_1973>,1
SemSearch_LS-31,"<dbpedia:United_Nations_Security_Council_election,_2007>",1
SemSearch_LS-31,"<dbpedia:United_Nations_Security_Council_election,_2011>",1
SemSearch_LS-31,"<dbpedia:United_Nations_Security_Council_election,_2012>",1
SemSearch_LS-31,"<dbpedia:United_Nations_Security_Council_election,_2015>",1
SemSearch_LS-31,<dbpedia:United_Nations_Security_Council_resolution>,1
SemSearch_LS-31,<dbpedia:United_Nations_Security_Council_veto_power>,1
SemSearch_LS-31,<dbpedia:United_States>,2
SemSearch_LS-31,<dbpedia:United_States_and_the_United_Nations>,2
SemSearch_LS-32,<dbpedia:Abraham_Lincoln>,2
SemSearch_LS-32,<dbpedia:Abraham_Lincoln_cultural_depictions>,1
SemSearch_LS-32,<dbpedia:Mount_Rushmore_in_popular_culture>,1
SemSearch_LS-33,<dbpedia:Alberta>,2
SemSearch_LS-33,<dbpedia:Assiniboia>,1
SemSearch_LS-33,<dbpedia:Behchoko>,1
SemSearch_LS-33,<dbpedia:Bibliography_of_Canadian_provinces_and_territories>,2
SemSearch_LS-33,<dbpedia:Blandford-Blenheim>,1
SemSearch_LS-33,<dbpedia:British_Columbia>,1
SemSearch_LS-33,"<dbpedia:Burlington,_Newfoundland_and_Labrador>",1
SemSearch_LS-33,<dbpedia:Canada>,1
