Unnamed: 0,question_id,query,difficulty,function,collection,step,response,retrieved_docs,mmr,hit_rate,precision,recall,f1,correctness_LLM,simple_match,exact_match
13,872,"In the race No. 45, for the driver who had the Q3 time as 0:01:33, what is his abbreviated code?",simple,returnResult,formula_1,return finished product,returnResult,"[""function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'product url'}]\n"", ""function name:combine\ndescription: combines to data products via a join\nfilter_dict: [{'columns_left': 'which columns of the first data product to match on'}, {'columns_right': 'which columns of the second data product to match on'}, {'type': 'equal or unequal'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'conditions': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:returnResult\ndescription: retrieves or extracts  the previously computed data, specified  by the columns in a dataframe\nfilter_dict: [{'columns': 'which columns to retrun/extract'}]\n""]",0.25,1,0.25,1,0.4,1,1.0,1
14,862,"For the Bahrain Grand Prix in 2007, how many drivers not finished the game?",simple,retrieve,formula_1,retrieve races data,getValues,"[""function name:getValues\nbase_api: http://127.0.0.1:5200/getValues\ndescription: Retrieves specififed data values in a list format\nfilter_dict: [{'columns': 'a column on wihich to match'}, {'values': 'a dict with a value to match if None returns the all columns from columns'}]\nexample: filter_dict:{'values':'None','column':'customer_id'}\n"", ""function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'product url'}]\n"", ""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n"", ""function name:division\nbase_api: http://127.0.0.1:5200/division\ndescription: Calcuates division of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is divided by source_B'}, {'source_B': 'The data source which divides source_A'}]\n""]",0.5,1,0.25,1,0.4,0,0.0,0
15,862,"For the Bahrain Grand Prix in 2007, how many drivers not finished the game?",simple,filter,formula_1,filter for Bahrain Grand Prix in 2007,filter,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'conditions': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n"", ""function name:division\nbase_api: http://127.0.0.1:5200/division\ndescription: Calcuates division of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is divided by source_B'}, {'source_B': 'The data source which divides source_A'}]\n"", ""function name:sum_multiple\nbase_api: http://127.0.0.1:5200/sum_multiple\ndescription: Calcuates summation of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is added to source_B'}, {'source_B': 'The data source which is added to source_A'}]\n""]",1.0,1,0.25,1,0.4,1,1.0,1
17,862,"For the Bahrain Grand Prix in 2007, how many drivers not finished the game?",simple,retrieve,formula_1,retrieve driverStandings data,retrieve,"[""function name:getValues\nbase_api: http://127.0.0.1:5200/getValues\ndescription: Retrieves specififed data values in a list format\nfilter_dict: [{'columns': 'a column on wihich to match'}, {'values': 'a dict with a value to match if None returns the all columns from columns'}]\nexample: filter_dict:{'values':'None','column':'customer_id'}\n"", ""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n"", ""function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'product url'}]\n"", 'function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and either ascending or descending\nfilter_dict: [{\'columns\': \'a column on which the sorting is based on\'}, {\'ascending\': ""\'True\' if the data is sorted ascending, \'False\' for descending""}]\n']",0.3333333333333333,1,0.25,1,0.4,1,1.0,1
18,862,"For the Bahrain Grand Prix in 2007, how many drivers not finished the game?",simple,filter,formula_1,filter for driverStandings related to the extracted raceId,filter,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'conditions': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", 'function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and either ascending or descending\nfilter_dict: [{\'columns\': \'a column on which the sorting is based on\'}, {\'ascending\': ""\'True\' if the data is sorted ascending, \'False\' for descending""}]\n', ""function name:getValues\nbase_api: http://127.0.0.1:5200/getValues\ndescription: Retrieves specififed data values in a list format\nfilter_dict: [{'columns': 'a column on wihich to match'}, {'values': 'a dict with a value to match if None returns the all columns from columns'}]\nexample: filter_dict:{'values':'None','column':'customer_id'}\n"", ""function name:returnResult\ndescription: retrieves or extracts  the previously computed data, specified  by the columns in a dataframe\nfilter_dict: [{'columns': 'which columns to retrun/extract'}]\n""]",1.0,1,0.25,1,0.4,1,1.0,1
19,862,"For the Bahrain Grand Prix in 2007, how many drivers not finished the game?",simple,filter,formula_1,"identify drivers with finishing positions indicating they did not finish (e.g., ""DNF"")",getValues,"[""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n"", ""function name:division\nbase_api: http://127.0.0.1:5200/division\ndescription: Calcuates division of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is divided by source_B'}, {'source_B': 'The data source which divides source_A'}]\n"", ""function name:getValues\nbase_api: http://127.0.0.1:5200/getValues\ndescription: Retrieves specififed data values in a list format\nfilter_dict: [{'columns': 'a column on wihich to match'}, {'values': 'a dict with a value to match if None returns the all columns from columns'}]\nexample: filter_dict:{'values':'None','column':'customer_id'}\n"", ""function name:count\nbase_api: http://127.0.0.1:5200/count\ndescription: counts the occurences of a specific value or values\nfilter_dict: [{'columns': 'a column in which the value to count is present'}, {'value': 'the value to count '}]\n""]",0.0,0,0.0,0,0.0,0,0.0,0
20,862,"For the Bahrain Grand Prix in 2007, how many drivers not finished the game?",simple,count,formula_1,count the number of drivers who did not finish,count,"[""function name:count\nbase_api: http://127.0.0.1:5200/count\ndescription: counts the occurences of a specific value or values\nfilter_dict: [{'columns': 'a column in which the value to count is present'}, {'value': 'the value to count '}]\n"", ""function name:sum_multiple\nbase_api: http://127.0.0.1:5200/sum_multiple\ndescription: Calcuates summation of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is added to source_B'}, {'source_B': 'The data source which is added to source_A'}]\n"", ""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n"", ""function name:division\nbase_api: http://127.0.0.1:5200/division\ndescription: Calcuates division of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is divided by source_B'}, {'source_B': 'The data source which divides source_A'}]\n""]",1.0,1,0.25,1,0.4,1,1.0,1
21,862,"For the Bahrain Grand Prix in 2007, how many drivers not finished the game?",simple,returnResult,formula_1,return finished product,returnResult,"[""function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'product url'}]\n"", ""function name:combine\ndescription: combines to data products via a join\nfilter_dict: [{'columns_left': 'which columns of the first data product to match on'}, {'columns_right': 'which columns of the second data product to match on'}, {'type': 'equal or unequal'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'conditions': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:returnResult\ndescription: retrieves or extracts  the previously computed data, specified  by the columns in a dataframe\nfilter_dict: [{'columns': 'which columns to retrun/extract'}]\n""]",0.25,1,0.25,1,0.4,1,1.0,1
22,875,Show me the season page of year when the race No. 901 took place.,simple,retrieve,formula_1,retrieve races dataset,retrieve,"[""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n"", ""function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'product url'}]\n"", ""function name:getValues\nbase_api: http://127.0.0.1:5200/getValues\ndescription: Retrieves specififed data values in a list format\nfilter_dict: [{'columns': 'a column on wihich to match'}, {'values': 'a dict with a value to match if None returns the all columns from columns'}]\nexample: filter_dict:{'values':'None','column':'customer_id'}\n"", ""function name:division\nbase_api: http://127.0.0.1:5200/division\ndescription: Calcuates division of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is divided by source_B'}, {'source_B': 'The data source which divides source_A'}]\n""]",0.5,1,0.25,1,0.4,1,1.0,1
23,875,Show me the season page of year when the race No. 901 took place.,simple,filter,formula_1,filter for race No. 901 to identify the year,filter,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'conditions': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:getValues\nbase_api: http://127.0.0.1:5200/getValues\ndescription: Retrieves specififed data values in a list format\nfilter_dict: [{'columns': 'a column on wihich to match'}, {'values': 'a dict with a value to match if None returns the all columns from columns'}]\nexample: filter_dict:{'values':'None','column':'customer_id'}\n"", ""function name:count\nbase_api: http://127.0.0.1:5200/count\ndescription: counts the occurences of a specific value or values\nfilter_dict: [{'columns': 'a column in which the value to count is present'}, {'value': 'the value to count '}]\n"", ""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n""]",1.0,1,0.25,1,0.4,1,1.0,1
24,875,Show me the season page of year when the race No. 901 took place.,simple,retrieve,formula_1,retrieve seasons dataset,retrieve,"[""function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'product url'}]\n"", ""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n"", ""function name:division\nbase_api: http://127.0.0.1:5200/division\ndescription: Calcuates division of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is divided by source_B'}, {'source_B': 'The data source which divides source_A'}]\n"", ""function name:getValues\nbase_api: http://127.0.0.1:5200/getValues\ndescription: Retrieves specififed data values in a list format\nfilter_dict: [{'columns': 'a column on wihich to match'}, {'values': 'a dict with a value to match if None returns the all columns from columns'}]\nexample: filter_dict:{'values':'None','column':'customer_id'}\n""]",1.0,1,0.25,1,0.4,1,1.0,1
25,875,Show me the season page of year when the race No. 901 took place.,simple,combine,formula_1,combine the year from races dataset with the seasons dataset to find the corresponding season page,combine,"[""function name:combine\ndescription: combines to data products via a join\nfilter_dict: [{'columns_left': 'which columns of the first data product to match on'}, {'columns_right': 'which columns of the second data product to match on'}, {'type': 'equal or unequal'}]\n"", ""function name:sum_multiple\nbase_api: http://127.0.0.1:5200/sum_multiple\ndescription: Calcuates summation of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is added to source_B'}, {'source_B': 'The data source which is added to source_A'}]\n"", ""function name:division\nbase_api: http://127.0.0.1:5200/division\ndescription: Calcuates division of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is divided by source_B'}, {'source_B': 'The data source which divides source_A'}]\n"", ""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n""]",1.0,1,0.25,1,0.4,1,1.0,1
26,875,Show me the season page of year when the race No. 901 took place.,simple,returnResult,formula_1,return finished product,returnResult,"[""function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'product url'}]\n"", ""function name:combine\ndescription: combines to data products via a join\nfilter_dict: [{'columns_left': 'which columns of the first data product to match on'}, {'columns_right': 'which columns of the second data product to match on'}, {'type': 'equal or unequal'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'conditions': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:returnResult\ndescription: retrieves or extracts  the previously computed data, specified  by the columns in a dataframe\nfilter_dict: [{'columns': 'which columns to retrun/extract'}]\n""]",0.25,1,0.25,1,0.4,1,1.0,1
27,951,How many Japanese constructors have 0 points in 2 races?,simple,retrieve,formula_1,retrieve constructorStandings data,retrieve,"[""function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'product url'}]\n"", 'function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and either ascending or descending\nfilter_dict: [{\'columns\': \'a column on which the sorting is based on\'}, {\'ascending\': ""\'True\' if the data is sorted ascending, \'False\' for descending""}]\n', ""function name:getValues\nbase_api: http://127.0.0.1:5200/getValues\ndescription: Retrieves specififed data values in a list format\nfilter_dict: [{'columns': 'a column on wihich to match'}, {'values': 'a dict with a value to match if None returns the all columns from columns'}]\nexample: filter_dict:{'values':'None','column':'customer_id'}\n"", ""function name:returnResult\ndescription: retrieves or extracts  the previously computed data, specified  by the columns in a dataframe\nfilter_dict: [{'columns': 'which columns to retrun/extract'}]\n""]",1.0,1,0.25,1,0.4,1,1.0,1
28,951,How many Japanese constructors have 0 points in 2 races?,simple,retrieve,formula_1,retrieve constructorResults data,retrieve,"[""function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'product url'}]\n"", ""function name:returnResult\ndescription: retrieves or extracts  the previously computed data, specified  by the columns in a dataframe\nfilter_dict: [{'columns': 'which columns to retrun/extract'}]\n"", ""function name:getValues\nbase_api: http://127.0.0.1:5200/getValues\ndescription: Retrieves specififed data values in a list format\nfilter_dict: [{'columns': 'a column on wihich to match'}, {'values': 'a dict with a value to match if None returns the all columns from columns'}]\nexample: filter_dict:{'values':'None','column':'customer_id'}\n"", ""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n""]",1.0,1,0.25,1,0.4,1,1.0,1
29,951,How many Japanese constructors have 0 points in 2 races?,simple,retrieve,formula_1,retrieve races data,retrieve,"[""function name:getValues\nbase_api: http://127.0.0.1:5200/getValues\ndescription: Retrieves specififed data values in a list format\nfilter_dict: [{'columns': 'a column on wihich to match'}, {'values': 'a dict with a value to match if None returns the all columns from columns'}]\nexample: filter_dict:{'values':'None','column':'customer_id'}\n"", ""function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'product url'}]\n"", ""function name:diffrence\nbase_api: http://127.0.0.1:5200/diffrence\ndescription: Calcuates diffrence between multiple data sources\nfilter_dict: [{'source_A': 'The data source from which source_B is subtracted'}, {'source_B': 'The data source which is subtracted from source_A'}]\n"", ""function name:division\nbase_api: http://127.0.0.1:5200/division\ndescription: Calcuates division of multiple data sources\nfilter_dict: [{'source_A': 'The data source which is divided by source_B'}, {'source_B': 'The data source which divides source_A'}]\n""]",0.5,1,0.25,1,0.4,1,1.0,1
