customer_id,gender,age,payment_method
C259341,Male,32.0,Cash
C145780,Male,55.0,Credit Card
C133580,Male,42.0,Credit Card
C163096,Male,27.0,Credit Card
C234828,Female,48.0,Cash
C265704,Male,67.0,Debit Card
C630983,Male,27.0,Debit Card
C196894,Female,54.0,Debit Card
C319815,Male,28.0,Cash
C130963,Female,44.0,Debit Card
C178461,Female,61.0,Debit Card
C238205,Female,58.0,Debit Card
C182764,Female,42.0,Credit Card
C209884,Female,61.0,Cash
C159217,Male,56.0,Cash
C751695,Female,43.0,Debit Card
C169195,Female,62.0,Credit Card
C339398,Female,39.0,Debit Card
C236866,Female,32.0,Cash
C158981,Female,61.0,Debit Card
C149392,Female,52.0,Debit Card
C314798,Female,51.0,Debit Card
C197040,Female,60.0,Cash
C331096,Female,28.0,Cash
C383440,Male,40.0,Debit Card
C239069,Male,53.0,Cash
C908588,Male,37.0,Cash
C527849,Female,62.0,Credit Card
C247150,Male,60.0,Cash
C335089,Female,19.0,Debit Card
C300779,Male,52.0,Debit Card
C330674,Female,30.0,Credit Card
C250159,Female,45.0,Credit Card
C293126,Female,25.0,Cash
C630501,Female,26.0,Debit Card
C194754,Female,25.0,Debit Card
C270649,Female,28.0,Credit Card
C312025,Female,50.0,Cash
C330392,Female,61.0,Cash
C279326,Female,45.0,Debit Card
C218136,Female,19.0,Credit Card
C283913,Female,26.0,Credit Card
C992343,Female,29.0,Credit Card
C111703,Male,18.0,Credit Card
C247307,Male,26.0,Credit Card
C262603,Female,44.0,Cash
C282400,Female,56.0,Credit Card
C115590,Female,65.0,Debit Card
C153677,Male,22.0,Debit Card
C549441,Male,48.0,Cash
C274417,Female,64.0,Credit Card
C303982,Female,51.0,Credit Card
C682196,Male,46.0,Cash
C271390,Female,23.0,Cash
C660237,Male,47.0,Debit Card
C128585,Female,68.0,Cash
C801804,Female,26.0,Debit Card
C104942,Male,35.0,Cash
C149085,Male,57.0,Cash
C305289,Female,43.0,Debit Card
C284314,Female,36.0,Cash
C238897,Female,24.0,Credit Card
C295083,Female,19.0,Cash
C268028,Female,60.0,Debit Card
C119279,Female,63.0,Cash
C218951,Female,60.0,Debit Card
C136196,Female,42.0,Credit Card
C498989,Female,37.0,Cash
C237980,Male,49.0,Cash
C715295,Male,37.0,Cash
C248629,Female,47.0,Credit Card
C296713,Female,47.0,Credit Card
C281073,Female,55.0,Credit Card
C225218,Female,35.0,Cash
C207786,Female,68.0,Credit Card
C288663,Female,23.0,Cash
C219598,Male,67.0,Credit Card
C128475,Female,60.0,Credit Card
C762577,Female,36.0,Debit Card
C946714,Female,26.0,Credit Card
C607903,Female,44.0,Credit Card
C285875,Female,55.0,Debit Card
C306435,Female,53.0,Cash
C256457,Female,68.0,Credit Card
C290210,Female,56.0,Credit Card
C147703,Male,51.0,Cash
C273447,Female,49.0,Debit Card
C143869,Female,25.0,Credit Card
C120189,Male,29.0,Cash
C419768,Male,20.0,Debit Card
C575685,Female,58.0,Debit Card
C265738,Female,47.0,Cash
C182769,Male,54.0,Cash
C188804,Male,24.0,Cash
C338164,Female,24.0,Credit Card
C159423,Female,24.0,Cash
C797228,Male,43.0,Debit Card
C802229,Male,30.0,Credit Card
C131325,Male,42.0,Debit Card
C244823,Male,61.0,Cash
C327600,Female,60.0,Debit Card
C332389,Female,46.0,Debit Card
C143178,Female,69.0,Cash
C845762,Female,61.0,Cash
C137765,Female,25.0,Cash
C246331,Male,58.0,Cash
C265374,Male,32.0,Debit Card
C283395,Male,25.0,Debit Card
C179647,Male,50.0,Credit Card
C205872,Male,42.0,Credit Card
C637103,Female,53.0,Credit Card
C170020,Male,47.0,Credit Card
C105467,Male,37.0,Cash
C191318,Female,55.0,Cash
C201303,Male,54.0,Cash
C179409,Female,59.0,Debit Card
C279812,Female,49.0,Cash
C805764,Male,63.0,Credit Card
C290693,Male,58.0,Credit Card
C155735,Female,24.0,Cash
C182787,Female,62.0,Credit Card
C145731,Male,23.0,Debit Card
C155280,Female,65.0,Credit Card
C198069,Male,40.0,Credit Card
C647607,Male,41.0,Cash
C126024,Female,56.0,Cash
C213266,Female,65.0,Cash
C256176,Female,21.0,Credit Card
C468940,Female,34.0,Cash
C540643,Female,64.0,Credit Card
C322273,Female,25.0,Credit Card
C245915,Male,46.0,Debit Card
C231610,Male,34.0,Debit Card
C312949,Female,63.0,Cash
C209598,Female,45.0,Debit Card
C229511,Male,30.0,Credit Card
C239376,Male,38.0,Debit Card
C163992,Male,49.0,Cash
C412970,Female,67.0,Cash
C712220,Female,37.0,Credit Card
C322492,Male,63.0,Cash
C185599,Female,59.0,Cash
C205627,Male,21.0,Cash
C504052,Female,32.0,Credit Card
C784748,Female,25.0,Debit Card
C156504,Female,59.0,Cash
C220743,Female,53.0,Debit Card
C140196,Female,57.0,Cash
C316439,Female,50.0,Credit Card
C118879,Female,63.0,Credit Card
C169903,Male,20.0,Debit Card
C392896,Female,43.0,Cash
C320367,Male,40.0,Cash
C159698,Female,68.0,Credit Card
C137031,Male,47.0,Cash
C301289,Male,58.0,Credit Card
C272483,Male,48.0,Debit Card
C102084,Female,55.0,Cash
C150679,Female,19.0,Credit Card
C941937,Female,67.0,Credit Card
C268632,Male,27.0,Debit Card
C277496,Female,49.0,Debit Card
C202069,Male,19.0,Credit Card
C289439,Male,27.0,Cash
C288504,Female,65.0,Credit Card
C290907,Female,21.0,Debit Card
C141532,Male,20.0,Debit Card
C259810,Male,18.0,Debit Card
C314796,Female,26.0,Debit Card
C300459,Female,48.0,Credit Card
C202707,Female,49.0,Cash
C858710,Female,59.0,Debit Card
C322478,Female,39.0,Debit Card
C176992,Male,67.0,Cash
C108441,Female,30.0,Credit Card
C301517,Female,31.0,Cash
C142709,Female,56.0,Debit Card
C352229,Male,51.0,Credit Card
C141291,Male,48.0,Debit Card
C813101,Female,34.0,Cash
C255859,Female,47.0,Credit Card
C307765,Female,51.0,Cash
C217292,Male,48.0,Debit Card
C336474,Female,23.0,Credit Card
C168448,Female,43.0,Credit Card
C243452,Female,58.0,Cash
C204116,Male,40.0,Cash
C324518,Male,38.0,Cash
C244394,Male,67.0,Cash
C254246,Female,35.0,Credit Card
C259755,Female,35.0,Cash
C192180,Female,55.0,Cash
C110697,Female,65.0,Credit Card
C103773,Female,56.0,Credit Card
C117844,Male,63.0,Credit Card
C137520,Female,18.0,Debit Card
C299718,Male,64.0,Debit Card
C881464,Female,37.0,Credit Card
C142836,Female,40.0,Cash
C490638,Female,43.0,Cash
C218325,Female,39.0,Cash
C181253,Male,27.0,Cash
C324311,Male,56.0,Cash
C242037,Female,55.0,Cash
C183902,Male,59.0,Debit Card
C307023,Female,63.0,Cash
C251152,Male,21.0,Cash
C181049,Male,25.0,Debit Card
C303561,Male,68.0,Debit Card
C174280,Female,20.0,Debit Card
C216475,Male,29.0,Credit Card
C243321,Male,69.0,Credit Card
C188254,Female,28.0,Cash
C967411,Female,30.0,Debit Card
C213824,Male,66.0,Credit Card
C365532,Female,63.0,Debit Card
C292600,Male,20.0,Debit Card
C237735,Male,19.0,Cash
C377947,Male,57.0,Cash
C743987,Male,34.0,Debit Card
C271328,Female,68.0,Cash
C606042,Male,55.0,Debit Card
C583645,Female,52.0,Debit Card
C213605,Female,28.0,Cash
C138279,Female,49.0,Credit Card
C330253,Male,53.0,Cash
C175807,Female,35.0,Debit Card
C203766,Female,37.0,Debit Card
C211457,Female,33.0,Debit Card
C173302,Female,28.0,Debit Card
C154493,Female,60.0,Cash
C287707,Female,21.0,Credit Card
C313944,Male,34.0,Cash
C292192,Male,61.0,Credit Card
C291505,Female,47.0,Cash
C265934,Female,25.0,Credit Card
C289338,Female,27.0,Credit Card
C121098,Female,38.0,Credit Card
C304164,Female,48.0,Cash
C302459,Male,22.0,Cash
C251316,Male,33.0,Cash
C678577,Female,20.0,Cash
C331778,Male,60.0,Cash
C264437,Female,63.0,Cash
C218750,Female,22.0,Credit Card
C339995,Female,30.0,Credit Card
C333615,Male,59.0,Cash
C105807,Male,26.0,Debit Card
C159693,Male,51.0,Debit Card
C273562,Female,41.0,Credit Card
C594692,Female,62.0,Debit Card
C842175,Female,41.0,Debit Card
C132246,Female,40.0,Cash
C308775,Male,18.0,Debit Card
C906018,Female,44.0,Debit Card
C257447,Female,35.0,Cash
C808557,Female,33.0,Credit Card
C133434,Female,57.0,Credit Card
C209716,Female,48.0,Debit Card
C246832,Female,26.0,Credit Card
C971436,Female,67.0,Credit Card
C169976,Female,63.0,Cash
C134050,Male,43.0,Credit Card
C278148,Male,38.0,Cash
C207143,Female,63.0,Credit Card
C336374,Female,43.0,Cash
C302350,Male,18.0,Cash
C932441,Female,19.0,Credit Card
C235090,Female,59.0,Credit Card
C157782,Female,60.0,Credit Card
C335619,Male,45.0,Cash
C710070,Female,24.0,Debit Card
C275182,Female,33.0,Credit Card
C259237,Female,48.0,Credit Card
C385049,Male,50.0,Debit Card
C116606,Male,60.0,Credit Card
C110969,Female,49.0,Credit Card
C527285,Female,30.0,Debit Card
C673066,Male,48.0,Cash
C129700,Male,23.0,Debit Card
C259617,Female,45.0,Cash
C249469,Male,32.0,Cash
C313283,Male,29.0,Cash
C455671,Female,40.0,Debit Card
C187040,Male,52.0,Cash
C122762,Female,27.0,Debit Card
C114628,Female,22.0,Credit Card
C191441,Female,23.0,Debit Card
C773042,Male,49.0,Credit Card
C239514,Female,48.0,Debit Card
C253605,Male,45.0,Cash
C782590,Male,37.0,Credit Card
C315653,Female,37.0,Cash
C812222,Female,29.0,Debit Card
C269715,Female,52.0,Credit Card
C541025,Female,21.0,Credit Card
C244734,Female,64.0,Cash
C140512,Male,19.0,Debit Card
C769569,Male,34.0,Credit Card
C971686,Female,65.0,Debit Card
C256281,Female,38.0,Cash
C220395,Female,60.0,Credit Card
C322048,Female,62.0,Cash
C262483,Female,66.0,Cash
C517780,Female,30.0,Debit Card
C317196,Male,28.0,Cash
C295124,Male,54.0,Cash
C765889,Male,21.0,Credit Card
C385215,Male,22.0,Credit Card
C101068,Male,52.0,Cash
C261060,Female,54.0,Cash
C471164,Female,19.0,Cash
C166330,Female,37.0,Credit Card
C272867,Male,20.0,Debit Card
C228911,Female,39.0,Debit Card
C983848,Female,26.0,Cash
C261374,Female,52.0,Cash
C125424,Female,39.0,Debit Card
C265293,Female,59.0,Cash
C278511,Male,32.0,Cash
C114112,Male,45.0,Cash
C929166,Male,54.0,Credit Card
C130783,Female,35.0,Credit Card
C204395,Female,44.0,Cash
C129074,Female,49.0,Cash
C680405,Male,27.0,Credit Card
C168059,Female,57.0,Credit Card
C226617,Female,45.0,Cash
C142176,Female,67.0,Cash
C223603,Male,67.0,Cash
C316943,Female,61.0,Credit Card
C644268,Female,50.0,Debit Card
C439858,Female,52.0,Cash
C568348,Female,36.0,Debit Card
C274618,Male,31.0,Cash
C273115,Female,66.0,Cash
C869501,Male,43.0,Debit Card
C159441,Female,48.0,Credit Card
C237806,Male,50.0,Debit Card
C150782,Female,37.0,Cash
C299211,Female,58.0,Cash
C156711,Male,64.0,Credit Card
C643861,Male,47.0,Cash
C281292,Female,34.0,Credit Card
C293696,Male,58.0,Credit Card
C223168,Female,44.0,Cash
C269376,Female,30.0,Credit Card
C225672,Female,24.0,Cash
C696341,Female,20.0,Cash
C331205,Male,41.0,Cash
C220755,Male,64.0,Cash
C165504,Female,18.0,Credit Card
C306595,Female,42.0,Cash
C291689,Male,21.0,Cash
C289028,Male,40.0,Cash
C299323,Male,47.0,Cash
C702803,Male,45.0,Credit Card
C192050,Male,20.0,Debit Card
C946325,Female,61.0,Credit Card
C104317,Male,33.0,Cash
C212641,Male,29.0,Debit Card
C306616,Female,46.0,Cash
C274619,Female,25.0,Credit Card
C978942,Female,47.0,Credit Card
C170900,Male,65.0,Cash
C501752,Female,45.0,Cash
C562137,Female,20.0,Debit Card
C319464,Female,65.0,Cash
C339341,Female,47.0,Cash
C389397,Male,22.0,Credit Card
C242120,Female,31.0,Cash
C165789,Female,31.0,Credit Card
C574716,Male,25.0,Debit Card
C286254,Male,69.0,Cash
C192765,Female,33.0,Credit Card
C318807,Male,34.0,Credit Card
C307353,Male,39.0,Cash
C111257,Female,68.0,Credit Card
C709605,Female,19.0,Cash
C207180,Female,31.0,Debit Card
C573715,Male,42.0,Credit Card
C702214,Male,42.0,Cash
C254457,Female,40.0,Cash
C285243,Female,60.0,Credit Card
C141987,Male,46.0,Credit Card
C151427,Female,34.0,Debit Card
C870024,Female,19.0,Debit Card
C189683,Male,42.0,Cash
C130861,Male,21.0,Cash
C228606,Female,59.0,Credit Card
C324971,Female,24.0,Credit Card
C266593,Female,46.0,Cash
C245412,Male,47.0,Cash
C152300,Female,49.0,Credit Card
C116029,Male,59.0,Credit Card
C230139,Male,69.0,Cash
C254044,Female,18.0,Credit Card
C258174,Female,64.0,Debit Card
C194405,Female,24.0,Credit Card
C133849,Male,35.0,Credit Card
C137699,Female,20.0,Cash
C223099,Female,52.0,Debit Card
C316886,Male,58.0,Credit Card
C691678,Female,40.0,Debit Card
C300802,Male,40.0,Cash
C279009,Female,59.0,Credit Card
C156861,Female,58.0,Credit Card
C447390,Female,32.0,Cash
C744677,Female,57.0,Cash
C635660,Female,47.0,Cash
C177382,Male,54.0,Cash
C253382,Male,39.0,Cash
C106117,Female,58.0,Cash
C277728,Female,53.0,Debit Card
C166551,Male,21.0,Credit Card
C152766,Female,46.0,Credit Card
C275339,Female,51.0,Credit Card
C275576,Male,29.0,Cash
C132004,Female,31.0,Debit Card
C123467,Female,23.0,Credit Card
C837885,Female,66.0,Cash
C112115,Male,31.0,Debit Card
C153157,Male,25.0,Cash
C250180,Female,40.0,Debit Card
C910754,Female,33.0,Debit Card
C140756,Male,29.0,Cash
C256561,Female,21.0,Cash
C178384,Male,61.0,Debit Card
C190179,Female,45.0,Credit Card
C212138,Female,67.0,Credit Card
C801613,Male,19.0,Credit Card
C915450,Female,31.0,Debit Card
C140142,Female,38.0,Credit Card
C965850,Female,42.0,Credit Card
C101377,Male,27.0,Cash
C162054,Male,26.0,Credit Card
C107987,Male,64.0,Cash
C228418,Male,30.0,Credit Card
C908773,Male,52.0,Debit Card
C264865,Female,38.0,Credit Card
C163445,Male,66.0,Credit Card
C160252,Male,53.0,Credit Card
C218379,Male,30.0,Cash
C214454,Female,39.0,Credit Card
C323277,Female,52.0,Cash
C169370,Male,31.0,Cash
C333121,Female,53.0,Credit Card
C199109,Female,41.0,Credit Card
C215722,Male,49.0,Debit Card
C269696,Male,65.0,Cash
C582445,Female,35.0,Debit Card
C191511,Male,48.0,Credit Card
C155994,Female,31.0,Cash
C171757,Female,42.0,Credit Card
C171691,Male,19.0,Cash
C163432,Female,20.0,Cash
C141652,Male,42.0,Credit Card
C251083,Female,21.0,Cash
C248634,Female,47.0,Cash
C284418,Female,28.0,Credit Card
C166265,Male,39.0,Credit Card
C164285,Female,18.0,Cash
C118005,Female,50.0,Debit Card
C147016,Male,35.0,Debit Card
C322584,Male,51.0,Cash
C276262,Male,21.0,Cash
C227012,Male,56.0,Credit Card
C196149,Male,30.0,Cash
C188136,Male,54.0,Cash
C261954,Female,63.0,Credit Card
C132816,Male,56.0,Credit Card
C242763,Male,50.0,Credit Card
C200462,Male,53.0,Credit Card
C620158,Male,43.0,Debit Card
C256448,Female,51.0,Debit Card
C265036,Male,18.0,Credit Card
C302140,Female,62.0,Credit Card
C325050,Female,44.0,Cash
C140467,Male,20.0,Cash
C184279,Male,61.0,Cash
C138212,Female,40.0,Credit Card
C261583,Female,65.0,Cash
C152838,Female,40.0,Debit Card
C292592,Female,51.0,Cash
C708499,Male,32.0,Credit Card
C233258,Male,64.0,Cash
C222722,Female,65.0,Cash
C145826,Female,63.0,Credit Card
C168008,Female,27.0,Debit Card
C117452,Male,61.0,Credit Card
C308533,Male,47.0,Credit Card
C594337,Male,59.0,Credit Card
C261856,Male,34.0,Cash
C235354,Male,62.0,Credit Card
C125402,Female,42.0,Debit Card
C932356,Male,42.0,Debit Card
C118596,Male,55.0,Cash
C320073,Female,43.0,Cash
C200772,Male,33.0,Credit Card
C501967,Female,56.0,Cash
C675111,Female,46.0,Credit Card
C130446,Male,18.0,Debit Card
C223948,Male,21.0,Debit Card
C215406,Male,32.0,Credit Card
C938850,Male,23.0,Cash
C249952,Male,32.0,Credit Card
C467553,Male,44.0,Credit Card
C186486,Male,69.0,Cash
C203526,Female,63.0,Credit Card
C703338,Female,38.0,Credit Card
C234120,Female,25.0,Credit Card
C432763,Female,62.0,Credit Card
C237094,Female,30.0,Debit Card
C655155,Female,38.0,Credit Card
C293587,Male,31.0,Credit Card
C289665,Female,58.0,Debit Card
C169168,Female,27.0,Credit Card
C142237,Female,36.0,Cash
C218713,Male,25.0,Credit Card
C862694,Male,56.0,Debit Card
C908646,Female,52.0,Credit Card
C124565,Female,60.0,Credit Card
C387074,Female,23.0,Credit Card
C121491,Female,53.0,Cash
C294946,Female,53.0,Cash
C807272,Female,56.0,Cash
C144808,Female,28.0,Cash
C123272,Female,50.0,Cash
C186797,Female,30.0,Cash
C101143,Male,46.0,Cash
C118386,Female,61.0,Credit Card
C295919,Male,19.0,Credit Card
C247197,Male,20.0,Debit Card
C261987,Male,34.0,Cash
C819012,Female,69.0,Cash
C166202,Male,44.0,Cash
C246199,Female,36.0,Cash
C187045,Male,26.0,Credit Card
C100551,Female,32.0,Debit Card
C100155,Female,61.0,Debit Card
C291392,Male,69.0,Credit Card
C212564,Female,57.0,Debit Card
C214950,Female,20.0,Cash
C306273,Female,33.0,Credit Card
C295017,Female,64.0,Credit Card
C156621,Male,25.0,Credit Card
C132663,Female,47.0,Debit Card
C164656,Male,29.0,Credit Card
C322009,Male,61.0,Credit Card
C116802,Male,66.0,Credit Card
C496484,Female,38.0,Debit Card
C876168,Female,23.0,Debit Card
C971161,Female,19.0,Debit Card
C119282,Female,49.0,Credit Card
C540861,Male,63.0,Debit Card
C157362,Female,52.0,Cash
C647994,Male,25.0,Cash
C184762,Female,21.0,Cash
C301719,Female,27.0,Cash
C216760,Female,50.0,Cash
C245194,Female,29.0,Credit Card
C328520,Female,47.0,Cash
C197830,Female,34.0,Cash
C833710,Male,62.0,Debit Card
C201379,Male,60.0,Cash
C184993,Male,51.0,Cash
C295462,Male,54.0,Cash
C241484,Female,29.0,Debit Card
C146221,Female,55.0,Credit Card
C182137,Female,64.0,Credit Card
C160880,Male,24.0,Cash
C188188,Female,68.0,Credit Card
C167454,Male,45.0,Cash
C141429,Male,35.0,Credit Card
C331272,Female,57.0,Cash
C287582,Male,18.0,Cash
C202265,Female,59.0,Credit Card
C239808,Male,49.0,Debit Card
C264916,Female,56.0,Cash
C274092,Female,64.0,Debit Card
C720872,Female,20.0,Cash
C267758,Female,38.0,Credit Card
C648635,Male,55.0,Credit Card
C335830,Male,38.0,Cash
C125261,Female,29.0,Credit Card
C780927,Male,32.0,Debit Card
C295155,Male,30.0,Debit Card
C333209,Female,20.0,Cash
C254563,Female,50.0,Credit Card
C316961,Female,52.0,Cash
C812985,Male,65.0,Credit Card
C188350,Female,39.0,Debit Card
C297072,Female,44.0,Credit Card
C919080,Female,67.0,Credit Card
C136792,Female,20.0,Debit Card
C471629,Female,63.0,Debit Card
C325876,Female,66.0,Credit Card
C734028,Male,69.0,Debit Card
C205896,Male,33.0,Cash
C437917,Male,64.0,Credit Card
C954014,Male,65.0,Cash
C338100,Female,67.0,Credit Card
C224033,Male,28.0,Debit Card
C285791,Female,26.0,Cash
C101221,Male,39.0,Cash
C105655,Male,27.0,Cash
C131510,Male,20.0,Credit Card
