invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I150364,C134039,Food & Beverage,5,26.15,29-01-2023,Metrocity
I298023,C828402,Food & Beverage,1,5.23,06-03-2023,Viaport Outlet
I797149,C225949,Toys,5,179.2,05-02-2023,Metrocity
I222463,C243451,Clothing,1,300.08,29-01-2023,Viaport Outlet
I875529,C353540,Food & Beverage,5,26.15,31-01-2023,Mall of Istanbul
I139530,C572091,Food & Beverage,2,10.46,31-01-2023,Kanyon
I206642,C289260,Cosmetics,3,121.98,12-01-2023,Zorlu Center
I283507,C268455,Clothing,3,900.24,02-02-2023,Mall of Istanbul
I272181,C279559,Clothing,2,600.16,22-01-2023,Kanyon
I173444,C422499,Books,2,30.3,05-03-2023,Metrocity
I297633,C311887,Clothing,1,300.08,08-02-2023,Viaport Outlet
I400888,C143471,Cosmetics,5,203.3,07-02-2023,Zorlu Center
I134446,C661696,Technology,5,5250.0,24-01-2023,Mall of Istanbul
I112064,C203624,Food & Beverage,1,5.23,24-01-2023,Kanyon
I192662,C238146,Clothing,3,900.24,21-02-2023,Istinye Park
I233758,C325757,Clothing,3,900.24,22-01-2023,Istinye Park
I978050,C176604,Food & Beverage,5,26.15,01-02-2023,Mall of Istanbul
I184859,C272792,Clothing,4,1200.32,17-01-2023,Mall of Istanbul
I133952,C233646,Books,5,75.75,02-02-2023,Mall of Istanbul
I229390,C246959,Souvenir,3,35.19,15-02-2023,Kanyon
I983925,C198062,Cosmetics,3,121.98,09-01-2023,Metrocity
I237866,C297260,Shoes,5,3000.85,13-01-2023,Metropol AVM
I148577,C952467,Shoes,5,3000.85,05-01-2023,Metrocity
I645871,C578468,Cosmetics,4,162.64,02-02-2023,Zorlu Center
I123918,C336809,Clothing,1,300.08,07-02-2023,Emaar Square Mall
I139745,C117351,Technology,2,2100.0,20-02-2023,Istinye Park
I105721,C318000,Clothing,4,1200.32,13-01-2023,Kanyon
I119685,C211689,Clothing,2,600.16,05-02-2023,Viaport Outlet
I126694,C311661,Toys,4,143.36,28-01-2023,Istinye Park
I188063,C632239,Clothing,2,600.16,03-03-2023,Mall of Istanbul
I187255,C113670,Clothing,4,1200.32,05-02-2023,Mall of Istanbul
I572573,C205210,Shoes,3,1800.51,30-01-2023,Metropol AVM
I153262,C151884,Clothing,2,600.16,07-03-2023,Metrocity
I737951,C143091,Books,1,15.15,23-02-2023,Viaport Outlet
I213763,C262982,Clothing,4,1200.32,26-02-2023,Istinye Park
I212437,C241260,Toys,2,71.68,06-03-2023,Metropol AVM
I147428,C192403,Food & Beverage,3,15.69,07-02-2023,Forum Istanbul
I324526,C173979,Technology,4,4200.0,07-03-2023,Istinye Park
I170200,C116013,Clothing,3,900.24,08-02-2023,Mall of Istanbul
I916921,C876606,Clothing,2,600.16,02-01-2023,Viaport Outlet
I168776,C231125,Clothing,1,300.08,09-02-2023,Istinye Park
I130454,C155210,Technology,1,1050.0,09-01-2023,Metropol AVM
I142757,C308224,Toys,3,107.52,23-02-2023,Metrocity
I194729,C561708,Shoes,4,2400.68,24-02-2023,Mall of Istanbul
I136074,C173996,Cosmetics,1,40.66,13-01-2023,Mall of Istanbul
I250095,C140031,Clothing,2,600.16,04-02-2023,Metrocity
I156932,C262657,Clothing,5,1500.4,16-02-2023,Kanyon
I324135,C295545,Clothing,3,900.24,03-01-2023,Mall of Istanbul
I228011,C248081,Shoes,3,1800.51,13-02-2023,Mall of Istanbul
I429412,C184011,Toys,1,35.84,03-02-2023,Viaport Outlet
I165270,C140342,Clothing,5,1500.4,27-02-2023,Mall of Istanbul
I202056,C958378,Books,4,60.6,07-02-2023,Metrocity
I955408,C274639,Clothing,1,300.08,27-02-2023,Kanyon
I760747,C370083,Clothing,2,600.16,27-02-2023,Kanyon
I557804,C208335,Cosmetics,3,121.98,23-01-2023,Mall of Istanbul
I274795,C314543,Shoes,2,1200.34,08-03-2023,Metropol AVM
I599893,C496957,Shoes,1,600.17,30-01-2023,Viaport Outlet
I266781,C226901,Toys,3,107.52,25-01-2023,Istinye Park
I232062,C525444,Clothing,5,1500.4,22-01-2023,Zorlu Center
I260295,C323715,Food & Beverage,5,26.15,21-02-2023,Istinye Park
I478239,C216402,Toys,3,107.52,23-02-2023,Emaar Square Mall
I294064,C157231,Cosmetics,4,162.64,04-03-2023,Mall of Istanbul
I158989,C644501,Cosmetics,3,121.98,22-01-2023,Mall of Istanbul
I250203,C226800,Technology,2,2100.0,17-01-2023,Mall of Istanbul
I104160,C120670,Clothing,3,900.24,16-01-2023,Mall of Istanbul
I320496,C472457,Clothing,4,1200.32,13-01-2023,Forum Istanbul
I323948,C137694,Food & Beverage,3,15.69,16-02-2023,Kanyon
I314442,C851697,Books,5,75.75,04-01-2023,Metropol AVM
I241813,C259650,Clothing,5,1500.4,04-02-2023,Istinye Park
I280091,C277636,Souvenir,4,46.92,01-03-2023,Metrocity
I177200,C197871,Food & Beverage,1,5.23,22-02-2023,Viaport Outlet
I135566,C306867,Clothing,2,600.16,24-02-2023,Metropol AVM
I241446,C214743,Toys,2,71.68,01-01-2023,Kanyon
I106687,C335983,Clothing,4,1200.32,05-01-2023,Metrocity
I206495,C309927,Shoes,1,600.17,12-01-2023,Kanyon
I318281,C164736,Souvenir,2,23.46,08-02-2023,Cevahir AVM
I509314,C193427,Clothing,1,300.08,03-02-2023,Kanyon
I265794,C261459,Clothing,3,900.24,14-02-2023,Mall of Istanbul
I166626,C332667,Clothing,4,1200.32,03-03-2023,Metrocity
I323407,C241345,Toys,4,143.36,25-01-2023,Mall of Istanbul
I786441,C151925,Clothing,3,900.24,12-01-2023,Metropol AVM
I317873,C535096,Clothing,1,300.08,27-01-2023,Zorlu Center
I150400,C219995,Clothing,3,900.24,07-01-2023,Metrocity
I252715,C623628,Clothing,3,900.24,02-01-2023,Mall of Istanbul
I202792,C963729,Clothing,5,1500.4,01-03-2023,Kanyon
I287301,C202744,Food & Beverage,1,5.23,08-01-2023,Kanyon
I189261,C163301,Cosmetics,5,203.3,22-02-2023,Istinye Park
I177135,C654762,Clothing,5,1500.4,30-01-2023,Kanyon
I446775,C135162,Clothing,4,1200.32,14-01-2023,Mall of Istanbul
I180909,C114698,Shoes,4,2400.68,26-02-2023,Zorlu Center
I252712,C865866,Clothing,2,600.16,28-02-2023,Kanyon
I162230,C599749,Cosmetics,1,40.66,24-01-2023,Mall of Istanbul
I327961,C252500,Souvenir,2,23.46,24-02-2023,Cevahir AVM
I187874,C194270,Books,4,60.6,21-01-2023,Mall of Istanbul
I315209,C330263,Clothing,2,600.16,02-02-2023,Mall of Istanbul
I223993,C318751,Cosmetics,4,162.64,04-02-2023,Istinye Park
I653178,C176551,Food & Beverage,5,26.15,09-01-2023,Kanyon
I300117,C968038,Clothing,3,900.24,03-01-2023,Metrocity
I247839,C184299,Clothing,1,300.08,17-02-2023,Kanyon
I230347,C696396,Souvenir,1,11.73,27-01-2023,Kanyon
I154426,C208165,Clothing,5,1500.4,23-01-2023,Metropol AVM
I260704,C110520,Clothing,5,1500.4,02-03-2023,Metrocity
I273212,C640694,Books,4,60.6,12-02-2023,Metropol AVM
I167565,C759854,Cosmetics,1,40.66,08-03-2023,Zorlu Center
I725048,C934207,Food & Beverage,4,20.92,15-01-2023,Kanyon
I265048,C296532,Food & Beverage,5,26.15,16-02-2023,Metrocity
I137646,C162352,Clothing,2,600.16,28-02-2023,Kanyon
I167926,C228581,Clothing,2,600.16,02-01-2023,Mall of Istanbul
I177813,C247391,Clothing,2,600.16,24-02-2023,Metropol AVM
I180472,C883222,Souvenir,4,46.92,04-03-2023,Kanyon
I190345,C137037,Clothing,4,1200.32,18-02-2023,Metropol AVM
I147310,C202302,Clothing,2,600.16,23-02-2023,Metropol AVM
I603978,C225310,Food & Beverage,3,15.69,09-02-2023,Kanyon
I108615,C217169,Clothing,5,1500.4,07-02-2023,Istinye Park
I105654,C227568,Clothing,5,1500.4,31-01-2023,Kanyon
I125704,C176047,Clothing,1,300.08,15-02-2023,Zorlu Center
I855056,C115193,Toys,5,179.2,18-02-2023,Mall of Istanbul
I339038,C297518,Shoes,3,1800.51,29-01-2023,Forum Istanbul
I100837,C827434,Clothing,1,300.08,12-01-2023,Cevahir AVM
I248487,C129645,Clothing,2,600.16,26-01-2023,Kanyon
I327472,C182431,Clothing,5,1500.4,27-02-2023,Mall of Istanbul
I133114,C259341,Cosmetics,1,40.66,28-01-2023,Istinye Park
I328624,C145780,Food & Beverage,2,10.46,05-03-2023,Mall of Istanbul
I275086,C133580,Technology,5,5250.0,14-02-2023,Emaar Square Mall
I229099,C163096,Cosmetics,1,40.66,11-01-2023,Viaport Outlet
I279968,C234828,Clothing,2,600.16,26-01-2023,Mall of Istanbul
I279538,C265704,Clothing,2,600.16,26-01-2023,Metrocity
I106587,C630983,Food & Beverage,4,20.92,29-01-2023,Zorlu Center
I862051,C196894,Clothing,4,1200.32,30-01-2023,Mall of Istanbul
I245998,C319815,Food & Beverage,4,20.92,03-01-2023,Viaport Outlet
I232389,C130963,Clothing,2,600.16,04-03-2023,Zorlu Center
I255212,C178461,Clothing,4,1200.32,21-02-2023,Zorlu Center
I284850,C238205,Shoes,4,2400.68,13-02-2023,Istinye Park
I139097,C182764,Souvenir,4,46.92,25-02-2023,Istinye Park
I579325,C209884,Clothing,1,300.08,02-03-2023,Mall of Istanbul
I254055,C159217,Clothing,3,900.24,19-01-2023,Metropol AVM
I179216,C751695,Food & Beverage,3,15.69,18-01-2023,Forum Istanbul
I338697,C169195,Cosmetics,3,121.98,19-01-2023,Istinye Park
I229482,C339398,Clothing,5,1500.4,04-03-2023,Metropol AVM
I191853,C236866,Clothing,4,1200.32,23-02-2023,Metrocity
I262341,C158981,Clothing,4,1200.32,04-02-2023,Metrocity
I338407,C149392,Cosmetics,3,121.98,15-01-2023,Emaar Square Mall
I328737,C314798,Clothing,3,900.24,19-01-2023,Viaport Outlet
I876594,C197040,Clothing,1,300.08,17-01-2023,Zorlu Center
I338238,C331096,Shoes,5,3000.85,16-02-2023,Metropol AVM
I121484,C383440,Shoes,4,2400.68,21-02-2023,Mall of Istanbul
I258945,C239069,Clothing,5,1500.4,21-01-2023,Mall of Istanbul
I266158,C908588,Clothing,5,1500.4,06-01-2023,Forum Istanbul
I182152,C527849,Food & Beverage,2,10.46,07-02-2023,Mall of Istanbul
I279761,C247150,Technology,4,4200.0,27-02-2023,Mall of Istanbul
I286656,C335089,Cosmetics,4,162.64,16-01-2023,Mall of Istanbul
I215094,C300779,Food & Beverage,4,20.92,16-01-2023,Metrocity
I183304,C330674,Clothing,5,1500.4,22-01-2023,Metrocity
I260807,C250159,Clothing,2,600.16,04-02-2023,Zorlu Center
I296059,C293126,Toys,3,107.52,30-01-2023,Viaport Outlet
I125368,C630501,Cosmetics,2,81.32,22-02-2023,Mall of Istanbul
I329083,C194754,Cosmetics,1,40.66,16-02-2023,Kanyon
I414748,C270649,Toys,5,179.2,23-02-2023,Metropol AVM
I134195,C312025,Technology,2,2100.0,02-01-2023,Mall of Istanbul
I910012,C330392,Toys,2,71.68,06-01-2023,Viaport Outlet
I237671,C279326,Clothing,5,1500.4,08-01-2023,Forum Istanbul
I334994,C218136,Toys,1,35.84,23-02-2023,Istinye Park
I914792,C283913,Cosmetics,5,203.3,12-01-2023,Metropol AVM
I272319,C992343,Cosmetics,5,203.3,02-03-2023,Cevahir AVM
I632702,C111703,Food & Beverage,5,26.15,21-02-2023,Metrocity
I293170,C247307,Food & Beverage,5,26.15,07-01-2023,Metropol AVM
I327337,C262603,Books,5,75.75,12-01-2023,Kanyon
I196941,C282400,Cosmetics,1,40.66,24-02-2023,Forum Istanbul
I275670,C115590,Clothing,2,600.16,09-01-2023,Metropol AVM
I267553,C153677,Souvenir,4,46.92,18-01-2023,Metrocity
I548921,C549441,Food & Beverage,4,20.92,06-02-2023,Emaar Square Mall
I102162,C274417,Food & Beverage,3,15.69,12-02-2023,Metropol AVM
I205009,C303982,Cosmetics,4,162.64,07-03-2023,Kanyon
I123297,C682196,Clothing,3,900.24,11-02-2023,Istinye Park
I959566,C271390,Books,3,45.45,05-01-2023,Mall of Istanbul
I305859,C660237,Clothing,5,1500.4,20-01-2023,Kanyon
I212761,C128585,Clothing,2,600.16,24-02-2023,Metropol AVM
I296663,C801804,Clothing,2,600.16,19-01-2023,Metropol AVM
I316228,C104942,Shoes,2,1200.34,17-02-2023,Metrocity
I233226,C149085,Shoes,4,2400.68,05-03-2023,Istinye Park
I127088,C305289,Clothing,3,900.24,26-02-2023,Istinye Park
I133661,C284314,Shoes,2,1200.34,23-01-2023,Kanyon
I878054,C238897,Clothing,5,1500.4,14-02-2023,Kanyon
I720616,C295083,Toys,3,107.52,01-03-2023,Metropol AVM
I224917,C268028,Books,4,60.6,12-02-2023,Metrocity
I312304,C119279,Toys,5,179.2,25-01-2023,Forum Istanbul
I112973,C218951,Food & Beverage,3,15.69,22-01-2023,Kanyon
I426858,C136196,Cosmetics,3,121.98,11-02-2023,Forum Istanbul
I130750,C498989,Toys,5,179.2,14-02-2023,Forum Istanbul
I178408,C237980,Clothing,3,900.24,20-02-2023,Mall of Istanbul
I175130,C715295,Food & Beverage,3,15.69,21-01-2023,Mall of Istanbul
I271769,C248629,Cosmetics,5,203.3,03-02-2023,Mall of Istanbul
I108644,C296713,Clothing,5,1500.4,27-01-2023,Kanyon
I147656,C281073,Clothing,3,900.24,16-01-2023,Metrocity
I108780,C225218,Technology,1,1050.0,03-01-2023,Kanyon
I308519,C207786,Cosmetics,5,203.3,24-01-2023,Mall of Istanbul
I274448,C288663,Food & Beverage,3,15.69,07-03-2023,Forum Istanbul
I391615,C219598,Shoes,3,1800.51,03-01-2023,Viaport Outlet
I191678,C128475,Clothing,1,300.08,26-01-2023,Emaar Square Mall
I197485,C762577,Clothing,3,900.24,03-02-2023,Kanyon
I298502,C946714,Clothing,4,1200.32,27-01-2023,Mall of Istanbul
I217159,C607903,Clothing,2,600.16,30-01-2023,Mall of Istanbul
I342740,C285875,Cosmetics,3,121.98,18-01-2023,Kanyon
I495637,C306435,Food & Beverage,4,20.92,12-02-2023,Zorlu Center
I941039,C256457,Clothing,4,1200.32,20-01-2023,Istinye Park
I210732,C290210,Food & Beverage,4,20.92,12-02-2023,Istinye Park
I265477,C147703,Clothing,1,300.08,13-01-2023,Istinye Park
I116014,C273447,Cosmetics,1,40.66,24-01-2023,Zorlu Center
I273873,C143869,Technology,1,1050.0,23-02-2023,Zorlu Center
I244714,C120189,Food & Beverage,5,26.15,01-03-2023,Mall of Istanbul
I112048,C419768,Clothing,3,900.24,23-01-2023,Metropol AVM
I247300,C575685,Toys,4,143.36,09-02-2023,Viaport Outlet
I338384,C265738,Technology,5,5250.0,12-01-2023,Kanyon
I132244,C182769,Shoes,1,600.17,15-02-2023,Metropol AVM
I276210,C188804,Souvenir,2,23.46,28-02-2023,Mall of Istanbul
I240017,C338164,Technology,5,5250.0,29-01-2023,Mall of Istanbul
I162119,C159423,Clothing,2,600.16,22-02-2023,Kanyon
I151404,C797228,Food & Beverage,4,20.92,17-02-2023,Kanyon
I635168,C802229,Cosmetics,5,203.3,10-02-2023,Cevahir AVM
I285409,C131325,Technology,1,1050.0,07-02-2023,Metropol AVM
I145950,C244823,Clothing,3,900.24,06-02-2023,Mall of Istanbul
I268393,C327600,Food & Beverage,4,20.92,09-01-2023,Kanyon
I298256,C332389,Clothing,2,600.16,17-01-2023,Metrocity
I231266,C143178,Cosmetics,3,121.98,28-02-2023,Metrocity
I133893,C845762,Toys,2,71.68,19-02-2023,Metropol AVM
I258067,C137765,Cosmetics,4,162.64,25-01-2023,Mall of Istanbul
I141974,C246331,Clothing,1,300.08,23-01-2023,Metropol AVM
I613345,C265374,Technology,1,1050.0,09-02-2023,Cevahir AVM
I305653,C283395,Cosmetics,3,121.98,25-01-2023,Kanyon
I287643,C179647,Food & Beverage,1,5.23,07-03-2023,Cevahir AVM
I197676,C205872,Cosmetics,4,162.64,05-01-2023,Kanyon
I264460,C637103,Clothing,3,900.24,13-02-2023,Viaport Outlet
I238555,C170020,Clothing,1,300.08,05-03-2023,Mall of Istanbul
I219229,C105467,Food & Beverage,5,26.15,16-01-2023,Emaar Square Mall
I625052,C191318,Clothing,2,600.16,07-02-2023,Kanyon
I272486,C201303,Food & Beverage,3,15.69,27-01-2023,Zorlu Center
I301962,C179409,Books,3,45.45,13-01-2023,Kanyon
I193976,C279812,Clothing,3,900.24,09-01-2023,Zorlu Center
I329868,C805764,Clothing,3,900.24,16-01-2023,Kanyon
I478709,C290693,Technology,3,3150.0,26-02-2023,Kanyon
I167759,C155735,Souvenir,3,35.19,14-02-2023,Metropol AVM
I159574,C182787,Food & Beverage,1,5.23,19-02-2023,Mall of Istanbul
I289860,C145731,Technology,4,4200.0,08-01-2023,Kanyon
I665330,C155280,Toys,3,107.52,13-02-2023,Istinye Park
I170677,C198069,Clothing,4,1200.32,16-01-2023,Kanyon
I806340,C647607,Clothing,1,300.08,28-01-2023,Metrocity
I183315,C126024,Cosmetics,4,162.64,03-03-2023,Istinye Park
I276834,C213266,Clothing,2,600.16,01-01-2023,Mall of Istanbul
I295424,C256176,Clothing,1,300.08,07-01-2023,Forum Istanbul
I593416,C468940,Shoes,5,3000.85,03-03-2023,Mall of Istanbul
I123432,C540643,Shoes,3,1800.51,17-01-2023,Mall of Istanbul
I144690,C322273,Clothing,5,1500.4,25-01-2023,Mall of Istanbul
I821053,C245915,Food & Beverage,2,10.46,23-02-2023,Istinye Park
I228331,C231610,Toys,1,35.84,06-03-2023,Zorlu Center
I123490,C312949,Clothing,4,1200.32,01-01-2023,Mall of Istanbul
I306422,C209598,Clothing,5,1500.4,15-02-2023,Metrocity
I164286,C229511,Food & Beverage,2,10.46,11-02-2023,Metrocity
I424872,C239376,Clothing,2,600.16,01-03-2023,Zorlu Center
I333384,C163992,Clothing,4,1200.32,26-02-2023,Metropol AVM
I266102,C412970,Clothing,2,600.16,04-03-2023,Metropol AVM
I191026,C712220,Clothing,1,300.08,09-02-2023,Mall of Istanbul
I961655,C322492,Clothing,1,300.08,22-02-2023,Kanyon
I285498,C185599,Cosmetics,4,162.64,08-01-2023,Kanyon
I282606,C205627,Shoes,3,1800.51,07-02-2023,Mall of Istanbul
I196757,C504052,Food & Beverage,1,5.23,05-02-2023,Cevahir AVM
I311751,C784748,Food & Beverage,2,10.46,08-02-2023,Metrocity
I381863,C156504,Souvenir,1,11.73,31-01-2023,Kanyon
