id,superhero_name,full_name,gender_id,eye_colour_id,hair_colour_id,skin_colour_id,race_id,publisher_id,alignment_id,height_cm,weight_kg,gender,hero_id,power_id,power_name
9,Adam Strange,Adam Strange,1,7,6,1,24.0,4.0,1.0,185.0,88.0,Male,9,13,Weapons Master
9,Adam Strange,Adam Strange,1,7,6,1,24.0,4.0,1.0,185.0,88.0,Male,9,17,Intelligence
9,Adam Strange,Adam Strange,1,7,6,1,24.0,4.0,1.0,185.0,88.0,Male,9,31,Super Speed
9,Adam Strange,Adam Strange,1,7,6,1,24.0,4.0,1.0,185.0,88.0,Male,9,79,Fire Resistance
9,Adam Strange,Adam Strange,1,7,6,1,24.0,4.0,1.0,185.0,88.0,Male,9,88,Enhanced Sight
9,Adam Strange,Adam Strange,1,7,6,1,24.0,4.0,1.0,185.0,88.0,Male,9,93,Power Suit
11,Agent Bob,Bob,1,9,9,1,24.0,13.0,1.0,178.0,81.0,Male,11,7,Stealth
12,Agent Zero,Christoph Nord,1,1,1,1,1.0,13.0,1.0,191.0,104.0,Male,12,8,Energy Absorption
12,Agent Zero,Christoph Nord,1,1,1,1,1.0,13.0,1.0,191.0,104.0,Male,12,16,Longevity
12,Agent Zero,Christoph Nord,1,1,1,1,1.0,13.0,1.0,191.0,104.0,Male,12,18,Super Strength
12,Agent Zero,Christoph Nord,1,1,1,1,1.0,13.0,1.0,191.0,104.0,Male,12,22,Energy Blasts
12,Agent Zero,Christoph Nord,1,1,1,1,1.0,13.0,1.0,191.0,104.0,Male,12,41,Energy Beams
12,Agent Zero,Christoph Nord,1,1,1,1,1.0,13.0,1.0,191.0,104.0,Male,12,93,Power Suit
13,Air-Walker,Gabriel Lan,1,7,31,1,1.0,13.0,2.0,188.0,108.0,Male,13,9,Flight
13,Air-Walker,Gabriel Lan,1,7,31,1,1.0,13.0,2.0,188.0,108.0,Male,13,18,Super Strength
13,Air-Walker,Gabriel Lan,1,7,31,1,1.0,13.0,2.0,188.0,108.0,Male,13,31,Super Speed
13,Air-Walker,Gabriel Lan,1,7,31,1,1.0,13.0,2.0,188.0,108.0,Male,13,64,Self-Sustenance
13,Air-Walker,Gabriel Lan,1,7,31,1,1.0,13.0,2.0,188.0,108.0,Male,13,89,Molecular Manipulation
13,Air-Walker,Gabriel Lan,1,7,31,1,1.0,13.0,2.0,188.0,108.0,Male,13,115,Power Cosmic
14,Ajax,,1,9,4,1,13.0,13.0,2.0,193.0,90.0,Male,14,1,Agility
14,Ajax,,1,9,4,1,13.0,13.0,2.0,193.0,90.0,Male,14,18,Super Strength
14,Ajax,,1,9,4,1,13.0,13.0,2.0,193.0,90.0,Male,14,31,Super Speed
14,Ajax,,1,9,4,1,13.0,13.0,2.0,193.0,90.0,Male,14,90,Heat Generation
14,Ajax,,1,9,4,1,13.0,13.0,2.0,193.0,90.0,Male,14,93,Power Suit
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,9,Flight
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,10,Danger Sense
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,17,Intelligence
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,20,Telepathy
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,22,Energy Blasts
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,31,Super Speed
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,38,Teleportation
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,41,Energy Beams
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,53,Phasing
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,63,Force Fields
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,84,Hypnokinesis
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,103,Energy Manipulation
15,Alan Scott,,1,7,6,1,1.0,4.0,1.0,180.0,90.0,Male,15,135,Invisibility
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,1,Agility
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,2,Accelerated Healing
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,7,Stealth
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,8,Energy Absorption
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,10,Danger Sense
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,12,Marksmanship
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,13,Weapons Master
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,16,Longevity
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,18,Super Strength
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,22,Energy Blasts
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,26,Stamina
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,31,Super Speed
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,39,Enhanced Senses
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,44,Jump
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,48,Shapeshifting
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,50,Immortality
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,61,Invulnerability
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,70,Elasticity
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,71,Substance Secretion
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,81,Enhanced Hearing
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,86,Natural Armor
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,91,Adaptation
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,92,Gliding
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,105,Natural Weapons
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,143,Wallcrawling
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,147,Matter Absorption
16,Alex Mercer,Alexander J. Mercer,1,1,1,1,24.0,25.0,2.0,0.0,0.0,Male,16,157,Vision - Thermal
17,Alex Woolsly,Alex Woolsly,1,1,1,1,1.0,15.0,1.0,0.0,0.0,Male,17,11,Underwater breathing
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,1,Agility
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,5,Cold Resistance
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,6,Durability
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,7,Stealth
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,18,Super Strength
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,31,Super Speed
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,39,Enhanced Senses
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,44,Jump
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,71,Substance Secretion
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,86,Natural Armor
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,104,Heat Resistance
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,105,Natural Weapons
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,143,Wallcrawling
19,Alien,Xenomorph,1,1,1,4,57.0,3.0,2.0,244.0,169.0,Male,19,157,Vision - Thermal
20,Allan Quatermain,,1,1,1,1,1.0,25.0,1.0,,,Male,20,12,Marksmanship
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,1,Agility
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,3,Lantern Power Ring
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,6,Durability
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,9,Flight
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,11,Underwater breathing
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,12,Marksmanship
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,14,Power Augmentation
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,16,Longevity
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,17,Intelligence
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,18,Super Strength
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,19,Cryokinesis
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,20,Telepathy
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,22,Energy Blasts
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,23,Duplication
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,24,Size Changing
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,26,Stamina
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,31,Super Speed
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,34,Weapon-based Powers
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,38,Teleportation
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,39,Enhanced Senses
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,44,Jump
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,48,Shapeshifting
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,51,Camouflage
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,53,Phasing
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,56,Fire Control
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,59,Enhanced Memory
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,60,Reflexes
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,61,Invulnerability
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,62,Energy Constructs
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,63,Force Fields
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,80,Power Absorption
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,81,Enhanced Hearing
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,106,Time Travel
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,107,Enhanced Smell
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,117,Water Control
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,119,Vision - Telescopic
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,127,Magnetism
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,135,Invisibility
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,139,Vision - Microscopic
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,142,Super Breath
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,144,Vision - Night
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,151,Vision - Heat
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,156,Vision - X-Ray
21,Amazo,-,1,23,1,1,5.0,4.0,2.0,257.0,173.0,Male,21,157,Vision - Thermal
22,Ammo,-,1,9,4,1,24.0,13.0,2.0,188.0,101.0,Male,22,13,Weapons Master
23,Ando Masahashi,Ando Masahashi,1,1,1,1,1.0,15.0,1.0,0.0,0.0,Male,23,14,Power Augmentation
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,1,Agility
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,2,Accelerated Healing
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,6,Durability
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,7,Stealth
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,9,Flight
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,16,Longevity
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,18,Super Strength
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,26,Stamina
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,31,Super Speed
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,39,Enhanced Senses
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,42,Magic
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,50,Immortality
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,59,Enhanced Memory
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,69,Psionic Powers
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,81,Enhanced Hearing
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,92,Gliding
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,119,Vision - Telescopic
24,Angel,Liam,1,1,1,1,56.0,3.0,1.0,0.0,0.0,Male,24,120,Toxin and Disease Resistance
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,1,Agility
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,2,Accelerated Healing
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,6,Durability
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,7,Stealth
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,9,Flight
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,16,Longevity
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,18,Super Strength
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,26,Stamina
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,31,Super Speed
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,39,Enhanced Senses
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,42,Magic
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,50,Immortality
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,59,Enhanced Memory
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,69,Psionic Powers
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,81,Enhanced Hearing
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,92,Gliding
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,119,Vision - Telescopic
25,Angel,Liam,1,7,6,1,1.0,13.0,1.0,183.0,68.0,Male,25,120,Toxin and Disease Resistance
29,Animal Man,Bernhard Baker,1,7,6,1,24.0,4.0,1.0,183.0,83.0,Male,29,15,Animal Attributes
29,Animal Man,Bernhard Baker,1,7,6,1,24.0,4.0,1.0,183.0,83.0,Male,29,20,Telepathy
29,Animal Man,Bernhard Baker,1,7,6,1,24.0,4.0,1.0,183.0,83.0,Male,29,22,Energy Blasts
29,Animal Man,Bernhard Baker,1,7,6,1,24.0,4.0,1.0,183.0,83.0,Male,29,33,Animal Oriented Powers
29,Animal Man,Bernhard Baker,1,7,6,1,24.0,4.0,1.0,183.0,83.0,Male,29,66,Empathy
30,Annihilus,Annihilus,1,14,1,1,1.0,13.0,2.0,180.0,90.0,Male,30,1,Agility
30,Annihilus,Annihilus,1,14,1,1,1.0,13.0,2.0,180.0,90.0,Male,30,6,Durability
30,Annihilus,Annihilus,1,14,1,1,1.0,13.0,2.0,180.0,90.0,Male,30,9,Flight
30,Annihilus,Annihilus,1,14,1,1,1.0,13.0,2.0,180.0,90.0,Male,30,18,Super Strength
30,Annihilus,Annihilus,1,14,1,1,1.0,13.0,2.0,180.0,90.0,Male,30,26,Stamina
30,Annihilus,Annihilus,1,14,1,1,1.0,13.0,2.0,180.0,90.0,Male,30,31,Super Speed
30,Annihilus,Annihilus,1,14,1,1,1.0,13.0,2.0,180.0,90.0,Male,30,60,Reflexes
31,Ant-Man,Henry Jonathan Pym,1,7,6,1,24.0,13.0,1.0,211.0,122.0,Male,31,17,Intelligence
31,Ant-Man,Henry Jonathan Pym,1,7,6,1,24.0,13.0,1.0,211.0,122.0,Male,31,24,Size Changing
32,Ant-Man II,Scott Lang,1,7,6,1,24.0,13.0,1.0,183.0,86.0,Male,32,1,Agility
32,Ant-Man II,Scott Lang,1,7,6,1,24.0,13.0,1.0,183.0,86.0,Male,32,7,Stealth
32,Ant-Man II,Scott Lang,1,7,6,1,24.0,13.0,1.0,183.0,86.0,Male,32,17,Intelligence
32,Ant-Man II,Scott Lang,1,7,6,1,24.0,13.0,1.0,183.0,86.0,Male,32,18,Super Strength
32,Ant-Man II,Scott Lang,1,7,6,1,24.0,13.0,1.0,183.0,86.0,Male,32,20,Telepathy
